,Text,Predicted_SDGs,Top_Keywords_for_SDG 16,Top_Keywords_for_SDG 17,Top_Keywords_for_SDG 3,Top_Keywords_for_SDG 15,Top_Keywords_for_SDG 8,Top_Keywords_for_SDG 11,Top_Keywords_for_SDG 2,Top_Keywords_for_SDG 4,Top_Keywords_for_SDG 1,Top_Keywords_for_SDG 6,Top_Keywords_for_SDG 5,Top_Keywords_for_SDG 12,Top_Keywords_for_SDG 14,Top_Keywords_for_SDG 10,Top_Keywords_for_SDG 9,Top_Keywords_for_SDG 7,Top_Keywords_for_SDG 13
442,Principles & Prac of Nursing 1 this course will introduce the student to the foundational theoretical andpractical skills which form the basis for future clinical practice and qualitypatient care the student will review the historical development of nursingand frameworks of contemporary nursing care in australia the student willexamine nursing knowledge and develop associated foundational skills necessaryfor the provision of safe and effective care concepts of health and wellnesswill be used to enable the student to consider the appropriate nursing carefor a variety of clinical situations a range of foundational nursing skillswill be developed including  communication  physical assessment  problemidentification  documentation of healthcare data  management of functionalhealth status and promotion of comfort and safety that will equip studentswith the ability to undertake supportive interventions that are appropriate topatient needs ,"SDG 4, SDG 5",,,,,,,,"educational_status, teachers_professional_development, learning-based_approach, nursing_education, education_for_sustainable_development",,,"womens_status, gender_and_development, gender_roles, andean_communities, gender_resource_recovery",,,,,,
443,Digital Tech in Health Care digital technologies have emerged as the primary platform to supportcommunication  collaboration  centralized storage  research  decision making and problem solving in the health sector this course aims to prepares you todevelop the necessary knowledge  skills and abilities to be competent in theuse of digital technology for a variety of health care services andtreatments the main focus of this unit is on modelling and problem solvingthrough the effective use of digital technologies including 3d scanning andadditive manufacturing of body parts you will be taught core skills relatedto digital technologies in the areas of remote consultation  patient datastorage retrieve  personal care equipment  disease diagnosis and prevention wireless body area networks  assistive healthcare systems  wearable sensorsand implantable devices you will undertake practical tasks including 3dscanning  redesign and manufacture human body parts you will learnapplication of digital technologies in enterprise healthcare informationsystems such as picture archiving and communication systems  pacs   radiologyis  electronic health records   personal health records  health datamanagement  healthcare transactions  health statistics and research  costassessments  ethics   privacy  telehealth   ehealth ,SDG 3,,,"ehealth, telehealth, hiv_infections/prevention_and_control, birth_control, fertility_control",,,,,,,,,,,,,,
444,Mechanical Design 2 this course is part of a sequence of design courses and aims to give practicein this design project situation  in the use of knowledge gained from a widerange of other courses previously or concurrently studied it has two partsaddressing two design approaches  design by code and design by performance the design by code part combines theoretical approaches to aspects of stressanalysis with practical application of this knowledge in a design projectsituation of designing the air storage pressure vessel the second part ismore oriented towards product development and innovation experienced intechnology start up firms this part will offer students an opportunity toapply appropriate tools and structured methods to their own products anddevelop prototypes some of the tools and methods will include customerresearch  concept creation  product design  prototype development  and marketvalidation learning is problem based for the project duration please note that if you take this course for a bachelor honours program  youroverall mark in this course will be one of the course marks that will be usedto calculate the weighted average mark  wam  that will determine your awardlevel this applies to students who commence enrolment in a bachelor honoursprogram from 1 january 2016 onwards see the wam information web page for moreinformation http   www1 rmit edu au browse id eyj5c0mo77631 ,,,,,,,,,,,,,,,,,,
445,Urb Pln and Env Prjct in this capstone course you will be given the opportunity to synthesise allthe things you have learnt in this program through a project based piece ofindividual research you will be expected to demonstrate that you havemastered the appropriate theories and skills of your chosen area of careerdevelopment   urban or regional planning  environmental policy making environment management or environmental planning   through a project throughout the course  you will reflect on your knowledge and technicalskills  in order to develop your insights as a future professional in a chosenfield ,"SDG 3, SDG 9, SDG 11, SDG 15, SDG 16","birth_order, area_of_protection, conservation_area, development_principles, world_summit_for_sustainable_development",,"professional_birth_attendants, disability-adjusted_life_years, health-related_millennium_development_goals, global_youth_development, early_childhood_core_and_development","protected_area, protected_area_targets, protected_landscape_area, protected_area_of_key_biodiversity_areas, land_development_phase",,"rural_area, tamale_metropolitan_area, urban_planning_and_development, urban_development_plan, cities_and_sustainable_development",,,,,,,,,"professional_organizations, clean_development_mechanism_(cdm), technology_assessment, sustainable_business_model, life_cycle_design",,
446,Rheology and Food Biophysics today  in australia and overseas a large number of the graduates of a foodscience and technology program will be employed by the food industry inpositions that require leadership and sound knowledge of developing  on ascientific basis  processed product formulations within this framework and tocope with the complexity of the task  the industry has adopted the so called sophisticated biomaterial approach  that requires understanding of themolecular interactions of biopolymers  proteins and polysaccharides   smallpolyhydroxyl compounds as co solutes in the basic formulation  e g sugars and their replacers  e g polydextrose   edible fats and oils and theirreplacement  eg dietary fibre   and counterions inducing gelation  e g salts  every year  a voluminous patented literature attempts to safeguard theinterests of the industry in this area taking advantage of the aforementionedspecialized knowledge and its implications for the chemistry  structure functionality  texture and qda sensory evaluation of added value commercialproducts based on this  the course aims to introduce level threeundergraduate students to the language and principles of rheology and texturein model biomaterials and related industrial formulations this will then bediscussed in conjunction with the principles of biophysics in order to unveilthe molecular mechanisms responsible for the observed rheological behaviour such a combined treatise should enhance your employment prospects and furthersupport the australian food industry and food sciences rmit as a hub ofinnovation and quality control the content of the course has been identified to be of primary interest in theundergraduate food science and technology programme at rmit university  andthe lecturers of the course have drawn from their considerable expertise working with the food industry or research institutes  eg unilever  nestle sanitarium health foods company  montague fresh and csiro fns  to emphasizecurrent issues and challenges pertaining to the subject ,,,,,,,,,,,,,,,,,,
447,Occupational & adjunctve therp this course will broaden your exposure to patient management by introducingclinical scenarios using patients with musculoskeletal and systemic disorders you will learn the principles underpinning the application of osteopathictreatment for musculoskeletal disorders in combination with clinicalconsideration of comorbidities in addition  you will be exposed totheoretical and practical concepts about common adjunctive therapies anddevices  and occupational health and skills analysis you will gain anunderstanding of physiological therapeutics  their proposed mechanisms ofaction and appropriate times to use them the practical work in this course simulates a practice environment andinvolves role play as both clinician and patient this course includes a workintegrated learning experience in which your knowledge and skills will beapplied and assessed in a real or simulated workplace context and wherefeedback from industry and or community is integral to your experience ,,,,,,,,,,,,,,,,,,
448,"Advertising Strategy This course begins by examining the role of advertising as a marketingcommunication tool. You will investigate communication, consumer behaviour andadvertising theories, explore advertising roles and organisational structures,and understand the processes involved in managing, creating and evaluatingstrategic advertising campaigns. A focus of this course will be on thefunction of strategy planning in an advertising context. You will explore therole of account planners and the nature of their relationship with clients,agency personnel and consumer research companies. You will develop a criticalunderstanding of the theoretical frameworks, tools and processes involved indesigning and managing advertising strategies for maximum effectiveness.This is one of the designated Work Integrated Learning (WIL) courses for MC249Master of Advertising and GD197 Graduate Diploma of Advertising. The courseincludes a work integrated learning experience in which your knowledge andskills will be applied and assessed in a real or simulated workplace contextand where feedback from industry and/or community is integral to yourexperience.",SDG 3,,,"immunization_campaigns, healthcare_provider_performance, costs_of_illness, drug_use_and_trafficking, newborn_practices",,,,,,,,,,,,,,
449,"Work,Health,Safety & Wellbeing this course introduces you to the key concepts and practices related to themanagement of workplace health  safety and wellbeing a multidisciplinaryapproach is taken  which explores the contributions of disciplines includinglaw  sociology  industrial relations and expert technical approaches  tounderstanding and addressing occupational injury  disease and wellbeing thecourse explores contemporary issues and debates in the field and theregulation of workplace health  safety and wellbeing ","SDG 3, SDG 11, SDG 16","international_relations, policy_support_tools, evidence_to_policy, development_policy_framework, sendai_framework_for_disaster_risk_reduction_2015-2030",,"church-state_relations_in_melanesia, wellbeing, injury, subjective_wellbeing, patient_safety",,,"citizen-state_relations, road_safety, road_traffic_injury, urban_development_plan, household_water_treatment",,,,,,,,,,,
450,Literature's Ethics in this course you will explore ethics in literature and the ethics ofliterature ethics in literature considers marginalised voices andperspectives represented in the literary work the ethics of literatureconsiders the relations that form or make literature  and can be viewedthrough the relations between  the writer and their work  between the text andreader  and between the writer and reader these relations constituteliterature and can be viewed as ways of approaching what this course names literature s ethics  we will explore these literary relations  their ethics through our practices as readers of indigenous australian literature ,"SDG 3, SDG 11, SDG 12, SDG 16","international_relations, ethics, health_policy_analysis, land-use_planning_and_control, development_policy_framework",,"newborn_practices, church-state_relations_in_melanesia, medical_ethics, quality_of_life, family_planning_programs",,,"citizen-state_relations, urban_planning_and_development, conservation_science_and_society, building_performance_simulation, cities_and_sustainable_development",,,,,,"sustainable_practices, waste_management_strategy, waste_and_resource_management, solid_waste_management, waste_management",,,,,
451,Design Studio: Social design studio  social focuses your learning on initiating and undertaking acomplex individual and   or team based design research inquiry these projectsmay be in collaboration with industry and community stakeholders and partners research groups within universities and the research and development teams inthe design  strategy  sustainability  and technical innovation domains of theservices and manufacturing sectors in australia and abroad you will learnvarious methods of undertaking design research and converting that researchinto testable and robust design propositions you will apply specialisedmethods of design development  iteration  presentation and prototyping torealise sophisticated design outcomes ,SDG 4,,,,,,,,"universities, learning_and_research, education_for_sustainable_development, international_development_education, sustainable_development_education",,,,,,,,,
452,Ecology this course covers theoretical ecology and practical skills in ecologicalsurveying  analysis  critical evaluation and report writing  enabling thestudy of ecological systems and applied ecological problems topics coveredare    basic ecological principles   individual to population level evolution  natural selection and adaptation  population sizes and distributions  population growth and dynamics basic ecological principles   community to ecosystem level biotic interactions and food webs  community structure and dynamics  biodiversity  disturbance and succession  energy flows  productivity and nutrient cycling  large scale ecology practical ecology experimental design  survey techniques for aquatic and terrestrial habitats  assessment of environmental quality and factors influencing populations  communities and ecosystems applied ecology environmental degradation and management  invasive species  biodiversity loss  habitat loss and fragmentation  climate climate change and extreme climatic events ,"SDG 11, SDG 14, SDG 15, SDG 16","political_ecology, oregon_biodiversity_project, climate_for_evidence_informed_health_system_policymaking, union_for_international_cancer_control_-_asia_regional_office, global_water_governance",,,"degradation, compensatory_habitat, habitat, forest_degradation, land_degradation",,"environmental_degradation, population_growth, climate_policy_analysis_models, household_water_treatment, household_water_supply",,,,,,,"coastal_habitat, marine_biodiversity, coastal_biodiversity, marine_pollution_abatement_and_ambient_water_quality_improvement, international_water_resources_law",,,,
453,Responding to Family Violence family and domestic violence violence is one of the significant social problems of ourtime professionals working across all community services and justice rolesregularly come into contact with people experiencing family violence including practitioners working in education  health  youth work  police corrections  criminal justice  mental health  alcohol and drugs  housing andhomelessness  and local and state government this course offers an advancedunderstanding and capacity to respond to victim survivors of family violenceand hold adults choosing to use violence in view ,"SDG 3, SDG 8",,,"adults, young_adults, youth, drugs, medicinal_drugs",,"practitioners, traditional_practitioners, youth_employment, youth_unemployment, child_health_surveys",,,,,,,,,,,,
454,Health Industry Proj&Practice this is a capstone course which draws on the principles developed in projectmanagement in health  busm4600  to design and undertake a project within thehealth industry you will participate in a series of workshops to lay thegroundwork for the design of the project and also to develop employabilityskills and knowledge you will apply your skills and knowledge when youconduct your project and are assessed in a workplace or simulated workplacesetting ,"SDG 8, SDG 13, SDG 16","ethical_principles, development_principles, development_policy_framework, world_water_day, policy_support_tools",,,,"workplace, financial_model, place_marketing_development, organizational_capacity_development, tourism_and_development",,,,,,,,,,,,"paris_principles, low_carbon_development, carbon_market, pollution_control, household_air_pollution"
455,Fashion Ent. Major Project please note  this course offers a pathway to phd research and can only beundertaken in your final semester please contact course coordinator or program manager for academic advice priorto enrolling in this course this elective provides you with the opportunity to work with global industrypartners to investigate and analyse opportunities and challenges specific toan area of research related to fashion entrepreneurship you will undertake an entrepreneurial project that engages with the fashionand or textiles industry you will critically analyse fashion business models supply systems and production methods your research  analytical  evaluativeand practical skills will be significantly linked through self directedinquiry you will evaluate and develop solutions  presentations and conceptsfor specific industry projects at a professional level you may work onprojects in teams with other students and will gain experience in interactingwith an external company or organisation that is related to your area ofinquiry ,SDG 9,,,,,,,,,,,,,,,"company, sustainable_business_model, life_cycle_assessment, life_cycle_assessment_(lca), market_performance",,
456,Therapeutics & Pharmacy Prac 2 this is the second of two capstone courses in year 4 of the program integrating learning from all previous three years  studies into discretemodules of study  in which you will develop your ability to make clinical andprofessional practice based decisions in a patient specific context the focusof this course is on acute disease states and conditions that affect youngerindividuals you will learn to enhance the quality use of medicines for patients withcomplex health needs and communicate your recommendations with patients andhealth care practitioners  in both verbal and written form  observing legaland professional expectations you will continue to develop a personal learning plan as part of yourprofessional development and be encouraged to consider innovative ways ofproviding healthcare to the community please note that if you take this course for a bachelor honours program  youroverall mark in this course will be one of the course marks that will be usedto calculate the weighted average mark  wam  that will determine your awardlevel this applies to students who commence enrolment in a bachelor honours programfrom 1 january 2016 onwards see the wam information web page for moreinformation ,"SDG 3, SDG 8, SDG 10, SDG 16","governing_states, union_for_international_cancer_control_-_asia_regional_office, development_principles, culturally_sustainable_development, democratic_development",,"essential_medicines, lifesaving_medicines, medicines, child_health_outcomes, maternal,_newborn,_and_child_health_outcomes",,"practitioners, traditional_practitioners, tourism_and_development, place_marketing_development, curriculum_development",,,,,,,,,"fragile_states, total_official_support_for_development, health_outcome_inequality, human_development_report, development_assistance",,,
457,Analytics in Industry 2 this course includes a work integrated learning experience in which yourknowledge and skills will be applied and assessed in a real or simulatedworkplace context and where feedback from industry and or community isintegral to your experience the course is about the application of analytics  statistics and operationsresearch in a real world situation you will learn how to think about data ina broad context and what goes on in an industrial research research project you willbe taught how to improve your verbal and written communication skills organise the structure of an industrial research research problem and learn aboutprofessional ethics this course can take the form of a broad range of activities including groupor individual projects  work placements  simulated work placements or acombination of the formers please note that if you take this course for a bachelor honours program  youroverall mark in this course will be one of the course marks that will be usedto calculate the weighted average mark  wam  that will determine your awardlevel this applies to students who commence enrolment in a bachelor honoursprogram from 1 january 2016 onwards see the wam information web page for moreinformation ,"SDG 3, SDG 16","ethics, global_health_ethics, policy_support_tools, evidence_to_policy, development_policy",,"medical_ethics, healthcare_provider_performance, disability-adjusted_life_years, healthcare_policy, meikirch_model",,,,,,,,,,,,,,
458,"Nutrition, Health & Disease this course is designed to provide you with a knowledge of practical aspectsof nutrition the focus of this course is on the inter relationship ofnutritional imbalance  deficiency or excess  and western lifestyle associateddiseases  including obesity  type ii diabetes  heart disease and somecancers  this course will also provide you with an understanding ofnutrition gene interactions  the gut microbiome and mental health  and thenutritional aspects of vegetarian diets you will also learn to assessnutrition websites  review the literature on a variety of nutritional issues gain experience in public speaking and working in teams  and learn how towrite precise evidence based summaries on nutrition topics ","SDG 2, SDG 3",,,"healthy_diets, iodine_deficiency, iron_deficiency, iron_deficiency_anemia, micronutrient_deficiency",,,,"sustainable_diets, food-based_approaches, poverty_analysis, health_and_nutrition_policy, health_and_social_policy",,,,,,,,,,
459,Prof Pract & Cross-Cult Psych this third year course will focus on the professional practice of psychologyin society  society and organisations it will help you examine the different ways inwhich psychologists contribute to society  society and help you prepare for yourgraduation from the program the course will explore cross cultural issues andthe importance of intercultural diversity and indigenous contributions ,"SDG 2, SDG 3, SDG 5, SDG 11, SDG 15, SDG 16","international_organisations, non-government_organisations_(ngos), non-governmental_organisations, development_policy_framework, world_summit_for_sustainable_development",,"diversity, genetic_diversity, drug_development, development_assistance_for_health, family_planning_programs","convention_on_biological_diversity, land_development_phase, land_use_modelling, land_use, land_use_scanner",,"civil_society, civil_society_organization, society, professional_society, cities_and_sustainable_development","dietary_diversity, rural_development, development_aids, health_and_nutrition_policy, development_aid",,,,"womens_dietary_diversity_score, gender_and_development, women_and_development, women_in_development, national_gender_mechanisms",,,,,,
460,Human Physiology 1 - Body Syst the course is designed to assist you to learn  understand and applyfundamental concepts and principles of neurophysiology  respiratory cardiovascular and muscle physiology and the ability to apply these in novelsituations the course will encourage you to consider how they are dependenton each other  and develop the ability to apply this understanding in novelsituations this course will provide a sound basis in human physiology tosupport further study in health and medical sciences or related fields ,,,,,,,,,,,,,,,,,,
461,RT Practice 2 experience in clinical departments is vital to developing clinical competence this course provides you with this experience and also the tools to maximiseyour clinical learning this course builds on radiation therapy 3 andradiation therapy practice 1 after completion of this course you will be ableto assist with routine clinical procedures and be prepared to organise yourclinical learning in relation to your development needs for future success work integrated learning   students enrolled in this course will be required to undertake placement aspart of the assessment of the course a number of requirements must be met bystudents to ensure eligibility for placement further details on each of theseare available in part b of the course guide and on myrmit national police check   working with children check   immunisation declaration form   hand hygiene certificate   first aid certificate   cpr certificate   manual handling certificatestudents are responsible for any expenses associated to attending professionalplacement these costs may include  but are not limited to the following uniform  police check application  first aid training  travel  accommodationand vaccinations if you have a long term medical condition and or disability you should contactthe program manager or the equitable learning services team for furtheradvice students need to be able to meet the inherent requirements of theprogram students must also be aware of their legal obligations under the ahpralegislation at any time prior to or during your placement if there areconcerns raised related to your fitness to practice the course wil coordinatorcan request that you gain full medical clearance to continue your placement further details on each of these are available on myrmit placement agreements   placement agreements between rmit and the placement organisation are inplace any information required by students contained in the agreement isavailable on myrmit or inplace all wil placements for medical radiations willbe arranged by rmit national police check   students are required to apply for a national police record check in each yearthat a placement is to be undertaken in some cases students may be requiredto obtain an additional police check during the year where an organisationstipulates a shorter time period for the issue of the police check where a student has a disclosable outcome recorded on their police checkcertificate  the clinical coordinator or med rad wil coordinator will makecontact with the relevant placement organisation to confirm eligibility toattend the placement it is important to note that a disclosable outcome mayprevent a student from accessing suitable  or any  professional placement s and may therefore be delayed or prevented from satisfactorily progressingthrough the program students are required to advise the school in a timely manner of any change totheir criminal record during the academic year in the case of a change students are required to apply for a new national police record check ifplacements for that year are still to occur working with children check   a current working with children card  wwcc  must be held by thestudent students are required by law to list rmit as an organisation with whoyou will be undertaking child related volunteer work where a studentreceives a negative notice for their wwcc  the clinical coordinator or med radwil coordinator will make contact with the relevant placement organisation toconfirm eligibility to attend the placement a negative notice means youcannot engage in child related work under any circumstance it is important tonote that a negative notice may prevent a student from accessing suitable  orany  professional placement s  and may therefore be delayed or prevented fromsatisfactorily progressing through the program immunisation declaration form   students are required to submit the school s immunisation declaration form asevidence of vaccinations and immunity this form must be completed and signedoff by a medical practitioner hand hygiene   students are required to provide evidence of completion of a hand hygienecourse first aid certificate   students are required to provide evidence of completion of a first aid course this is valid for three years cpr certificate   students are required to provide evidence of completion of a cpr course thisis required to be updated annually manual handling   students are required to provide evidence of completion of a practical people  manual handling course optically stimulated luminescence  osl  monitor   students are required to wear a current osl at all times during laboratoriesand in clinical placement osls are provided by the school students whose oslis returned late or lost will incur a fine uniform   students are required to purchase and wear the uniform for medical radiations the uniform must be worn at all times whilst in the skills lab and onplacement ,,,,,,,,,,,,,,,,,,
462,HRM for Entr and Innovation in this course you will develop the skills and knowledge to formulatestructural and human resource management practices as important drivers of anorganisation s ability to accept risk  be innovative and entrepreneurial youwill develop knowledge of the concepts and practices of creativity  innovationand entrepreneurship you will learn how organisations in today s dynamic andcomplex environment need to become more entrepreneurial and identify newopportunities for sustained superior performance the nature and challengesassociated with fostering and facilitating entrepreneurship in organisations particularly in smes  creative industries and multinationals  will bediscussed in light of the exciting and increasingly prominent theory andresearch in the field ,"SDG 2, SDG 8, SDG 12, SDG 14",,,,,"entrepreneurship, organizational_capacity_development, curriculum_development, financial_development, development_banks",,"resource_poor, rural_development, development_aids, food-based_approaches, health_and_social_policy",,,,,"natural_resource, waste_and_resource_management, waste_management_strategy, sustainable_practices, solid_waste_management","coastal_resource, national_water_resource_strategy, groundwater_development, 3-step_strategic_approach, marine_pollution_abatement_and_ambient_water_quality_improvement",,,,
463,Research Investigation 1 this course requires you to undertake the initial stage of research into aparticular area of project management  property or sustainable building building thiscourse will provide the basis of your thesis to be completed in researchinvestigation 2   busm3214 the course provides you with the opportunity to undertake and produce anindividual research project under the guidance of an academic supervisor fromwithin the school input and guidance from an industry mentor is encouraged but not required your learning in this course will expand your knowledge of a particular aspectof the built environment and further develop your critical thinking andwritten and oral communication skills your research problem will typically betriggered by  real world  practice  and you will develop your skills as areflective practitioner by interpreting and  making sense  of professionalpractice issues within the theoretical knowledge related to the builtenvironment this course will  develop your ability to conceptualise an industry orprofessional practice problem as a research problem  develop your knowledge ofthe techniques involved in the preparation of the initial stages of a researchproject develop your ability to undertake independent research  including tocritically analyse and integrate project management theoretical knowledge inresponse to an area of research in the built environment and develop yourability to produce a detailed research proposal  supported by a review of theliterature ,,,,,,,,,,,,,,,,,,
464,Method: Curriculum Planning this course is one of a series of method courses designed to develop yourknowledge and skills to teach teach in specialist disciplines in secondary schoolsettings in this course  you will learn  practice and then be assessed onplanning lessons using learning intentions and success criteria thatdemonstrate your knowledge and understanding of the discipline area you willdemonstrate concepts  substance and structure of the content  as well as useof a range of teaching strategies  including questioning in your teaching youwill also review ict resources and describe how you will use them in yourdiscipline to expand curriculum opportunities for students and engage them intheir learning,"SDG 5, SDG 6",,,,,,,,,,"sanitation_success, water_infrastructure_planning, colonial_water_policy, water_resources, water_footprint_assessment","motherhood_method, sisterhood_method, gender_and_development, women_and_development, women_in_development",,,,,,
465,Governance and Planning the study of urban governance helps to explain how cities work this coursetakes a multi level governance approach and investigates the roles responsibilities  and resources of different levels of government  with anemphasis on local government   and inter governmental relations you will alsogain an understanding of the role of the government  private sector  and civilsociety in managing cities including the delivery and financing of servicesand infrastructure the governance context of each place significantlyinfluences the substance and process of planning and decision making thiscourse will focus on melbourne and victoria  as well as internationalcomparative case studies ultimately  this course is about examining thecomplexities of governance and planning and the actors involved with a focuson the local scale please note that if you take this course for a bachelor honours program  youroverall mark in this course will be one of the course marks that will be usedto calculate the weighted average mark  wam  that will determine your awardlevel this applies to students who commence enrolment in a bachelor honoursprogram from 1 january 2016 onwards see the wam information webpage for moreinformation ,SDG 4,,,,,,,,"academic_responsibilities, online_training_resources, learning-based_approach, baseline_study, family_literacy",,,,,,,,,
466,Adv Food Rsch Proj this course has a vocational focus it assists students to develop skills inresearch and scientific communication in the relevant discipline  includingdesign and performance of experiments or action research  analysis andpresentation of research data  working under supervision either independentlyor as part of a research team  and preparation of oral and written scientificreports that use these skills the aim of the course is to prepare students to apply research focused on oneof the following    food research and the food industry   food quality assurance  occupational health   safety research  risk management and ohs consulting in food manufacturing this unit offers a challenge to postgraduate students and allows innovation bythe student with respect to both method and research direction you arerequired to make a presentation regarding your project to your peers this course includes a work integrated learning  wil  experience in which yourknowledge and skills are applied and assessed in a real or simulated workplacecontext and where feedback from industry and or community is integral to yourexperience ,,,,,,,,,,,,,,,,,,
467,"Ethics and Governance This course focuses on key theoretical and practical approaches to businessethics, CSR and corporate governance relevant to contemporary businessenvironment. This course will develop your understanding of ethics at anindividual and organizational level, and highlights the importance of goodgovernance in a range of organisational settings.","SDG 2, SDG 3, SDG 4, SDG 11, SDG 14, SDG 16","coastal_governance, corporate_governance, democratic_governance, environmental_governance, global_governance",,"short_course_chemotherapy, medical_ethics, drug_development, treatment_outcomes, health_knowledge_systems",,,"community-based_approaches, cities_and_sustainable_development, household_water_treatment, urban_planning_and_development, household-centred_approach","food-based_approaches, global_nutrition_governance, rural_development, poverty_analysis, poverty_reduction_strategy","accelerated_course, online_macromarketing_course, learning-based_approach, quality_education, household_education_strategies",,,,,"ocean_governance, ph_level, national_water_resource_strategy, marine_pollution_abatement_and_ambient_water_quality_improvement, melamchi_water_supply_project",,,,
468,Intro Aust Leg Sys & Leg Meth this course introduces you to the australian legal system and a number offoundational legal skills you will acquire knowledge and skills in thehistorical  doctrinal and philosophical perspectives that have influenced thedevelopment of law you will critically compare and assess key theoreticalpositions that provide critique and commentary on the role and practice of lawand the justice system this course will primarily explore the constitutionalframework  legislation and case law  legal institutions and processes  legaltheory  legal research  legal analysis and law in practice ,"SDG 11, SDG 16","criminal_law, international_law, law, rule_of_law, institutions",,,,,"district_law, health_and_demographic_surveillance_system, household_water_treatment, household-centred_approach, urban_planning_and_development",,,,,,,,,,,
469,Understanding Diversity this course focusses upon questioning the multiple ways in which we canunderstand diversity  difference and education the course is informed by theprinciples of equity  global participation  social social justice justice and anti discrimination legislative frameworks the course will introduce you to someof the key contemporary ways of thinking about and understanding diversity anddifference within australia and the globe particular attention will be paidto aboriginal and torres strait islander peoples and knowledge  and at leastone other area of diversity and difference which will be based on your courseteam s area s  of expertise ,"SDG 2, SDG 3, SDG 5, SDG 9, SDG 10, SDG 11, SDG 15, SDG 16","equity, intra-_and_intergenerational_equity, participation_in_decision-making, stakeholders_participation, participation_accountability",,"discrimination, diversity, genetic_diversity, social_autopsy, youth_participation","convention_on_biological_diversity, protected_area_of_key_biodiversity_areas, land_management, land_evaluation, land_development_phase",,"indigenous_peoples, local_participation, citizen_participation, community_participation, urban_construction_sector","dietary_diversity, rural_development, food-based_approaches, health_and_nutrition_policy, health_and_social_policy",,,,"sexual_discrimination, womens_dietary_diversity_score, male_participation, female_labour_market_participation, gender_and_development",,,"discrimination, human_development_report, development_impact, total_official_support_for_development, development_indicators","responsabilidad_social_corporativa, construction_management, market_performance, construction_materials, life_cycle_analysis",,
470,Writing for Children in this course you will explore ways of writing for a young readership with anemphasis on picture book texts and novels for primary aged readers you willdevelop creative writing techniques particular to this market and learn how topresent and promote fiction and nonfiction for young readers you will beintroduced to a wide range of australian and international children s booksand encouraged to read widely to familiarise yourself with trends in themarket in this course you will also discuss issues affecting children swriters  such as how children read  the relationship between visual and text based narrative  representation of gender and ethnicity and questions oflanguage  content and themes ,SDG 11,,,,,,"ethnicity, community-based_approaches, collective_household_model, urban_areas, household_water_treatment",,,,,,,,,,,
471,Integrtd Perspectives Bus Prbs this course examines the accelerating relationship between government business  law and the not for profit sector to deliver social  includingenvironmental  value in communities and the way in which this drives socialinnovation in this course  you are given the skills to start to develop the ability toinvestigate and analyse complex situations  innovate  problem solve  manageprojects and communicate effectively  including foundational research skills the course covers fundamental concepts and key developments in what has becomea complex social purpose eco system the course introduces an understanding ofchanges across what was formerly seen as a distinct social sector to examinethe cross sectoral social purpose developments that includes traditionalorganisational structures of charities and not for profits  business andgovernment  but also new and emerging  hybrid  structures and programs the course will further explore how social  economic and environmentalproblems embedded in society are being addressed through social innovation inbusiness entrepreneurship  enterprises and cross sector collaboration itlooks at why the traditional boundaries between government  business and thesocial sector have become blurred and fluid and what that means for thecapacity to deliver new forms of social impact in this course  you learn through problem based learning  solving an authenticbusiness problem  including identifying an audience for their project developing a project plan and considering solutions this is a work integrated learning  wil  project course that integratesindustry problem s  perspectives and feedback into the curriculum and providesyou with authentic  real world learning experiences this course will also introduce and begin to embed practices relating to thebusiness graduate folio  an e portfolio that is integrated throughout thebachelor of business curriculum and a requirement for the capstone close ofthe program ,,,,,,,,,,,,,,,,,,
472,Chiropractic Clinical Prac 2 this course is designed to promote and further develop critical thinking andanalysis of issues related to the diagnosis and management of the chiropracticpatient you will continue to develop and refine therapeutic communicationskills and engage in evidence based clinical assessment and management in thechiropractic clinical environment this course will encourage you to developan awareness of collaborative  patient centred care this course includes a work integrated learning experience in which yourknowledge and skills will be applied and assessed in a real or simulatedworkplace context and where feedback from supervising clinicians is integralto your experience the work place is the rmit health sciences clinic if you have a long term medical condition and or disability you should contactthe program manager or the equitable learning services for further advice students need to be able to meet the inherent requirements of the program at any time prior to or during your placement if there are concerns raisedrelated to your fitness to practice the clinical coordinator can request thatyou gain full medical clearance to continue your placement ,SDG 3,,,"patient, patient_focus, patient_safety, patient_centered_care, family_planning_knowledge",,,,,,,,,,,,,,
473,Intercultural Conflict Resolut culture and cultural difference are often regarded as an importantcontributors to conflict  and as an impediment to international cooperation in this course you will examine the role of culture in conflict through casestudies as well as through theory relating to culture and to conflict youwill critically examine the concept of culture and debates surrounding thedefinition of culture  as well as considering the ways in which culture andcultural difference have been posited as causes of or contributors toconflict in addition to its role in conflict  you will also examine the waysin which peacebuilding efforts have sought to draw on or address issues ofculture to facilitate conflict reduction and resolution ,"SDG 3, SDG 10, SDG 16, SDG 17","international_cooperation, armed_conflict, civil_conflict, ethnic_conflict, conflict_resolution","international_cooperation, sustainable_cooperation, sustainable_development_goals_-_sdgs, millennium_development_goals_policy_response, product_development_partnerships","causes, conflict_deaths, disability-adjusted_life_years, drug_development, global_youth_development",,,,,,,,,,,"eu-gcc_cooperation, intersectoral_cooperation, south-south_cooperation, total_official_support_for_development, development_impact",,,
