Text
"Cultures of gendered violence: An integrative review of measures of attitudinal support for violence against women Rape; Sexual Assault; Offenders National and international research has repeatedly identified the specific gendered nature and context of womenâ€™s victimisation of violence, whereby women are disproportionately victims of sexual and partner violence and overwhelmingly at the hands of known male perpetrators. As such, violence against women warrants a targeted and substantial focus, within overall violence reduction and prevention efforts. In the Australian policy context, there is an emerging and influential focus on attitudes towards violence against women as key targets for primary prevention and as foci for monitoring progress in reducing this violence. The Australian National Community Attitudes Towards Violence Against Women Survey was established to estimate community-level understanding of and attitudes towards violence against women. It has arguably evolved into an important instrument both for monitoring shifts in Australiansâ€™ knowledge and attitudes, as well as for directing primary prevention efforts. The purpose of this article is to provide an integrative review in relation to one of the key dimensions of the national community attitudes survey: violence supportive attitudes (see Webster et al., 2014). Here, we seek to identify patterns in defining and measuring attitudes that support violence against women, as well as advance the field by offering recommendations for progressing the measurement of violence supportive attitudes in Australia in the future."
"Toward sustainable environmental quality: Identifying priority research questions for Latin America PPCP; Micropollutant; Drugs The Global Horizon Scanning Project (GHSP) is an innovative initiative that aims to identify important global environmental quality research needs. Here we report 20 key research questions from Latin America (LA). Members of the Society of Environmental Toxicology and Chemistry (SETAC) LA and other scientists from LA were asked to submit research questions that would represent priority needs to address in the region. One hundred questions were received, then partitioned among categories, examined, and some rearranged during a workshop in Buenos Aires, Argentina. Twenty priority research questions were subsequently identified. These research questions included developing, improving, and harmonizing across LA countries methods for 1) identifying contaminants and degradation products in complex matrices (including biota); 2) advancing prediction of contaminant risks and effects in ecosystems, addressing lab-to-field extrapolation challenges, and understanding complexities of multiple stressors (including chemicals and climate change); and 3) improving management and regulatory tools toward achieving sustainable development. Whereas environmental contaminants frequently identified in these key questions were pesticides, pharmaceuticals, endocrine disruptors or modulators, plastics, and nanomaterials, commonly identified environmental challenges were related to agriculture, urban effluents, solid wastes, pulp and paper mills, and natural extraction activities. Several interesting research topics included assessing and preventing pollution impacts on conservation protected areas, integrating environment and health assessments, and developing strategies for identification, substitution, and design of less hazardous chemicals (e.g., green chemistry). Finally, a recurrent research need included developing an understanding of differential sensitivity of regional species and ecosystems to environmental contaminants and other stressors. Addressing these critical questions will support development of long-term strategic research efforts to advance more sustainable environmental quality and protect public health and the environment in LA. Integr Environ Assess Manag 2018;14:344â€“357. Â© 2018 The Authors. Integrated Environmental Assessment and Management published by Wiley Periodicals, Inc. on behalf of Society of Environmental Toxicology & Chemistry (SETAC)."
"Chip formation characteristics of selective laser melted Ti–6Al–4V Machining; Titanium Alloy (TiAl6V4); High Speed Machining In this research work, chip formation characteristics of selective laser-melted (SLM) Tiâ€“6Alâ€“4V in both â€˜as builtâ€™ and â€˜heat treatedâ€™ conditions are studied and compared with conventional wrought Tiâ€“6Alâ€“4V. Machined chips and partially deformed chips were collected from turning trials and quick stop experiments to study the nature of chip formation characteristics. Chip formation studies reveal that, â€˜segmentedâ€™ or â€˜saw toothâ€™ chips were produced during machining of SLM Tiâ€“6Alâ€“4V materials. The tendency to form segmented chips was higher in SLM Tiâ€“6Alâ€“4V materials as compared to conventionally produced wrought Tiâ€“6Alâ€“4V. In addition, cracks were found to be a common feature in primary and secondary deformation zones of SLM Tiâ€“6Alâ€“4V chip samples, illustrating that periodic crack initiation is the root cause of â€˜saw toothâ€™ formation during machining. Furthermore, the tendency to form build up edge during machining was less in SLM Tiâ€“6Alâ€“4V materials compared to wrought Tiâ€“6Alâ€“4V, influencing the machined surface finish."
"The behavioral additionality effects of a tax incentive program on firms’ composition of R&D investment Firm; Subsidies; Tax Incentives This paper investigates the behavioral additionality effects of a unique high- and new- technology enterprise (HNTE) program in China. The program provides a reduced corporate income tax to certificated HNTEs. By distinguishing research expenses from development costs, we examine if the tax incentive program affects firmsâ€™ composition of R&D investment, based on a sample of Chinese listed firms. The results indicate that the tax incentive program encourages firms to focus more on development than on research. The effects are also found to be heterogeneous among the first-time, repeated, and one-time certification users. The results imply that tax incentives prompt firms to invest in short-term development opportunities with promising private returns. Conversely, they are less likely to stimulate risky research projects with potential high rates of social and long-term economic returns. Our study highlights the importance of understanding the behavioral additionality effects for innovation policy evaluations and better policy designs."
"Hydration and strength evolution of ternary-blend high-volume fly ash concretes Geopolymers; Coal Ash; Alkali The increase of carbon emissions due to the annual growth of portland cement (PC) production has promoted research into the development of sustainable green concrete using a range of readily available industrial waste materials. The present study is focused on developing two high-volume fly ash (HVFA) concretes with cement replacement levels of 65% (HVFA-65) and 80% (HVFA-80). The required lime for both HVFA concrete mixtures was initially determined and the optimized mixture designs identified, based on the 28-day compressive strength, by varying the low-calcium Class F fly ash-hydrated lime composition. The optimized concrete mixtures achieved a compressive strength of 53 and 40 MPa (7.69 and 5.80 ksi) for HVFA-65 and HVFA-80 concretes, respectively. The early-stage strength development is dependent on the matrix produced in the specific HVFA concrete, which is itself dependent on the number of unreacted fly ash spheres. The increase of fly ash and hydrated lime dosage in HVFA concrete increases the rate of hydration of the C3A and C4AF phases, but decreases the hydration of the C3S phase, which resulted in lower early-age strength development than occurs in PC concrete. It was noted that the initial setting time of HVFA concretes increase with an increase of fly ash content. However, addition of hydrated lime accelerates the hydration and decreases the final setting time for HVFA concretes."
"Durable Antibacterial and Antifungal Hierarchical Silver-Embedded Poly(vinylidene fluoride- co-hexafluoropropylene) Fabricated Using Electrospinning Chitosan; Electrospinning; Nanofibers The aim of this study was to demonstrate the use of electrospinning to produce hierarchical fibrous structures for antibacterial and antifungal applications. Silver nanoparticles (Ag NPs) are produced in situ within an electrospinning solution with the help of a solvent acting as a reducing agent. Ag NP-filled poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP) fibers were produced by electrospinning this solution. The collected fibers were placed on top of a porous anodized aluminum oxide (AAO) template, and the setup was heated above the glass-transition temperature (Tg) of the polymer. Heating above Tg enabled the polymer to flow into the porous channels of the AAO template and led to the fabrication of hierarchical PVDF-HFP fibers filled with Ag NPs. The microstructure of the samples revealed that the nanostructures were formed uniformly on the surface of the fibers. The wettability of the samples was measured by determining the contact angle, and it was revealed that the wettability of hierarchical fibrous structures was higher than the wettability of PVDF-HFP-filled Ag NPs. Lastly, the antimicrobial activity results revealed that both PVDF-HFP fibers filled with Ag NPs and the hierarchical PVDF-HFP fibers filled with Ag NPs exhibited inhibition against methicillin-resistant Staphylococcus aureus (MRSA), Pseudomonas aeruginosa, and Candida albicans. The antibacterial and antifungal performance for the samples was determined, and it was found that the hierarchical fibrous structures showed the highest antibacterial and antifungal performance against MRSA, P. aeruginosa, and C. albicans in comparison to the neat PVDF-HFP fibers and PVDF-HFP fibers filled with Ag NPs. We also demonstrated that these fibers can be strongly antibacterial and antifungal after a number of usages. This may be attributed to the slow and long-lasting release of silver ions from the electrospun fibers. Hierarchical PVDF-HFP filled with Ag NPs showed the lowest relative bacterial viability (less than 5%) against MRSA in all three cycles. The relative bacterial and fungal viability against P. aeruginosa and C. albicans was determined to be less than 15%. These findings demonstrate that the fabricated antibacterial and antifungal fibers show tremendous promise for applications such as air filtration, water treatment, protective clothing, and so forth."
"Characterization of Novel Moss Biomass, Bryum dichotomum Hedw. as Solid Fuel Feedstock Biofuel; Nannochloropsis; Chlorella Sorokiniana Due to the overuse of natural gas and petroleum in Bangladesh, the excessive greenhouse gas (GHG) emission continuously worsens the countriesâ€™ air quality. To resolve this environmental concern as well as determine the sustainable bioenergy sources, research on biomass for biofuel production has been highlighted recently. Therefore, this study emphasized to identify a novel biomass for solid fuel generation as well as designed a pilot-scale biofuel production scheme. The study endeavoured to characterize the bioenergy properties of a novel wetland moss species, B. dichotomum Hedw., collected from rainforest of Chittagong Hill Tracts (CHT), Bangladesh. Current study also presented the morphological edifice and elemental composition through scanning electron microscopy (SEM)-energy dispersive X-ray (EDX) analysis. Gross and net calorific values of moss were determined through bomb calorimeter by standard method, and they were 10.77 and 9.35 MJ kgâˆ’1, respectively. Moisture content, ash content, volatile matter, fixed carbon, and bulk density were characterized on air-dried basis through standard ASTM methods, and the outcomes were 10.74%, 55.3%, 28.29%, 5.67% and 44.09 kg mâˆ’3, respectively. Other physical bioenergy parameters were biomass characteristics index 3936 kg mâˆ’3, energy density 0.475 GJ mâˆ’3 and fuel value index 5.07. Apart from that, experimental results revealed carbon element 56.6%, oxygen content 42.1% on dry weight basis and O/C ratio 0.74 in sample biomass."
"The impact of state regulation in a sphere of education on sustainable development of national economy Education For Sustainability; Higher Education Institutions; Sustainable Development Education is a core element of the Sustainable Development Concept. It is not only because of the declaration of SDG 4 within the 2030 Agenda but also its embeddedness in other goals, targets, and indicators. Thus, the study aims to generalize approaches to define the relationship between the efficiency of the strategy of sustainable development of the national economy and state regulation of education. The research is accomplished for 14 Central and Eastern European countries (2006-2016) using the combination of principal components method and parametric method of stochastic frontier analysis in the software package STATA 11 and FRONTIER 4.1. As a result, the empirical proofs of the strong and adequate link between the efficiency of the sustainable development strategy of the national economy and state regulation of education are identified. The technical efficiency indexes were also calculated that allowed forming three clusters for Central and Eastern European countries distributed by the level of state regulation of education and efficiency of sustainable development strategy implementation. It helps to distinguish the main measures to reform the state regulation of education in Ukraine considering the experience of Slovenia, Poland, the Czech Republic, countries that proved to be the leaders in a sphere of sustainable development strategy implementation. The recommendations for further improvements in educational policies were defined. For instance, effective and sustainable state regulation of education should focus on decentralizing education, developing private-public partnerships, stimulating adult education development, etc."
"Factors influencing the concentration of fecal coliforms in oysters in the river Blackwater Estuary, UK Bacteroidales; Seashore; Fecal Bacterium Contamination of water systems can not only entail high risks to human health but can also result in economic losses due to closure of beaches and shellfish harvesting areas. Understanding the origin of fecal pollution at locations where shellfish are grown is essential in assessing associated health risks-as well as the determining actions necessary to remedy the problem. The aim of this work is to identify the species-specific source(s) of fecal contamination impacting waters overlying the shellfisheries in the Blackwater Estuary, East Anglia, UK. Over a twelve-month period, water samples were taken from above the oysters and from a variety of upstream points considered to be likely sources of fecal microorganism, together with oyster samples, and the number of fecal streptococci and E. coli were determined. Transition from low to high tide significantly decreased the concentration of fecal streptococci in waters overlying the oyster beds, indicative of a freshwater input of fecal pollution in oyster bed waters. In 12 months, the number of E. coli remained constant throughout, while fecal streptococci numbers were generally higher in the winter months. Analyses of upstream samples identified a sewage outfall to be the main source of E. coli to the oyster beds, with additional fecal streptococci from agricultural sources. The findings may assist in developing approaches for assessing the risks to shellfishery industries of various fecal inputs into an estuary, which could then help local governmental authorities address the problem."
"Mechanosensing by Piezo1 and its implications for physiology and various pathologies Animals; Ion Channels; Mechanotransduction Piezo1 is a mechanosensitive ion channel with essential roles in cardiovascular, lung, urinary, and immune functions. Piezo1 is widely distributed in different tissues in the human body and its specific roles have been identified following a decade of research; however, not all are well understood. Many structural and functional characteristics of Piezo1 have been discovered and are known to differ greatly from the characteristics of other mechanosensitive ion channels. Understanding the mechanisms by which this ion channel functions may be useful in determining its physiological roles in various organ systems. This review provides insight into the signalling pathways activated by mechanical stimulation of Piezo1 in various organ systems and cell types. We discuss downstream targets of Piezo1 and the overall effects resulting from Piezo1 activation, which may provide insights into potential treatment targets for diseases involving this ion channel."
"Using the capability approach to evaluate energy vulnerability policies and initiatives in Victoria, Australia Energy Poverty; Family Characteristic; Thermal Comfort Energy vulnerability is a multi-dimensional, dynamic and context-specific phenomenon that poses a challenge for equity in energy transition policies. The Capability Approach (CA) is a normative framework focused on peopleâ€™s opportunities and freedoms, used to address dimensions of social justice. Whereas the CA has been used to assess and measure conditions of poverty, exclusion and inequality, its application to evaluate policies is rare. Building on work that establishes being able to heat the home adequately as a secondary capability towards being able to lead a healthy life, this narrative review maps the conditions and processes that shape this secondary capability in Victoria, Australia. It also evaluates local policies and initiatives aimed at addressing energy vulnerability. The map identifies structural, geographical and cultural phenomena and feed-back loops and exposes a hierarchy of capabilities for vulnerable households that need to be satisfied. The policy review finds that current efforts focus on mitigating inequalities in resources with little evidence for outcomes in security or transformative agency. Future initiatives may give more attention to the satisfaction of the tertiary capability of being able to live in an energy efficient dwelling, customise solutions to the multitude and range of conditions and acknowledge the need of warmth throughout the home."
"Trace metals concentration in vegetables of a sub-urban industrial area of bangladesh and associated health risk assessment Soil; Cadmium; Average Daily Intake Trace metals contamination of vegetables in the sub-urban industrial area of Bangladsh are increasing day by day. The mostly consumed vegetables like tomato (Lycopersicon lycopersicum), spinach (Spinacea oleracea), bean (Lablab purpureus), brinjal (Solanum melongena), potato (Solanum tuberosum), cauliflower (Brassica oleracea var botrytis), cabbage (Brassica oleracea var cupitata), and radish (Raphanus sativus) were collected from industrial area. Trace metals arsenic (As), manganese (Mn), zinc (Zn), cadmium (Cd) and lead (Pb) were measured using atomic absorption spectrophotometer (AAS). The descending order of trace metals followed the order of Zn>Mn>Pb>Cd>As. The results revealed that every vegetable contained the highest concentration of Zn range from 15 Â± 1.4 to 50 Â± 4.0 mg/kg fresh weight. Trace metals in vegetables exceeded the permissible level of FAO and WHO standard. The non-carcinogenic and carcinogenic risks were estimated on the basis of estimated daily intake (EDI), target hazard quotient (THQ), hazard index (HI) and target carcinogenic risks (TRs). The EDI values of all trace metals were below the maximum tolerable daily intake (MTDI). Total target hazard quotient (TTHQ) were greater than 1, indicated that if people consume these types of vegetables in their diet, they might pose risk to these metals. Finally, the total cancer risks (TRs) values were 6.4 Ã— 10âˆ’3 for As and 8.7 Ã— 10âˆ’5 for Pb which were greater than threshold value of USEPA (10âˆ’6), indicating that the consuming inhabitants of these vegetables are exposed to As and Pb with a lifetime cancer risk."
"Coastal flooding risk assessment using a GIS-based spatial multi-criteria decision analysis approach Climate Change Adaptation; Urban Climate; Resilience Coastal areas are expected to be at a higher risk of flooding when climate change-induced sea-level rise (SLR) is combined with episodic rises in sea level. Flood susceptibility mapping (FSM), mostly based on statistical and machine learning methods, has been widely employed to mitigate flood risk; however, they neglect exposure and vulnerability assessment as the key components of flood risk. Flood risk assessment is often conducted by quantitative methods (e.g., probabilistic). Such assessment uses analytical and empirical techniques to construct the physical vulnerability curves of elements at risk, but the role of people's capacity, depending on social vulnerability, remains limited. To address this gap, this study developed a semiquantitative method, based on the spatial multi-criteria decision analysis (SMCDA). The model combines two representative concentration pathway (RCP) scenarios: RCP 2.6 and RCP 8.5, and factors triggering coastal flooding in Bandar Abbas, Iran. It also employs an analytical hierarchy process (AHP) model to weight indicators of hazard, exposure, and social vulnerability components. Under the most extreme flooding scenario, 14.8% of flooded areas were identified as high and very high risk, mostly located in eastern, western, and partly in the middle of the City. The results of this study can be employed by decision-makers to apply appropriate risk reduction strategies in high-risk flooding zones."
"Centering gender on the agenda for environmental education research Educational Research; Relationality; Ecofeminism The environmental education movement developed in the 1970s at the same time as the environment movement, the feminist movement and the ecofeminist movement. However, while environmental education feels a close affinity with the environment movement the relationship with the (eco)feminist movement in environmental education research has been less than robust. Although there was some feminist environmental education research in the 1990s and 2000s, until the two recent special issues of The Journal of Environmental Education there had been a prolonged, even a deafening, silence around gender, eco/feminism and environmental education research. This article traces the history of feminist environmental education research across this and other environmental education research journals to argue that it is time for gender to be much higher on the agenda of environmental education researchers and of journals if we are to better achieve gender equality and more fully address the climate emergency within the field."
"Durable superomniphobic surface on cotton fabrics via coating of silicone rubber and fluoropolymers Hydrophobicity; Wetting Transition; Fabrication Performance textiles that protect human from different threats and dangers from environment are in high demand, and the advancement in functionalization technology together with employing advanced materials have made this an area of research focus. In this work, silicone rubber and environmentally friendly fluoropolymers have been employed to explore superomniphobic surface on cotton fabrics without compromising comfort much. It has been found that a cross-linked network between the rubber membrane and the fluoropolymers has been formed. The surface appearance, morphology, handle, thickness and chemical components of the surface of cotton fabrics have been changed. The coated fabrics showed resistance to water, aqueous liquid, oil, chemicals and soil. The comfort of the coated fabrics is different to uncoated cotton fabrics due to the existence of coated layers on the surface of cotton fabrics. This work would benefit the development and design of the next generation of performance textiles with balanced performance and comfort."
"Technological, nutritional and sensory properties of pasta fortified with agro-industrial by-products: a review Noodles; Pasta; Flour Reducing food waste is a priority to move towards more sustainable food systems. Since agro-food by-products are often rich in healthy compounds, such as fibre, phytochemicals, protein, fatty acids, vitamins and minerals, the waste valorisation could move through their transformation into ingredients useful for the formulation of functional foods. Pasta is a staple food widely consumed all over the world representing an optimal carrier for nutrients delivery. The incorporation of ingredients of a high added value obtained by agro-industrial by-products in pasta can improve its nutritional value and provides several health benefits. At the same time, the inclusion of new ingredients could modify the physical, chemical and textural properties determining the change of the organoleptic characteristics of fortified pasta, affecting its acceptability. Thus, the preparation of new pasta formulations with high nutritional properties, good technological and sensory characteristics represents a challenge for the food industry."
"Experts’ Perceptions of the Management and Minimisation of Waste in the Australian Construction Industry Construction Waste; Demolition; Waste Management Effective waste management has become a crucial factor in Australia because, from 1996 to 2015, the population increased by 28%, while Australiaâ€™s annual waste increased by 170%. In the period 2018â€“2019, Australia generated 27 Mt of construction demolition waste (44% of all waste). Although 76% of this waste is recycled, there has been a 61% increase in the rate of waste since 2006â€“2007. Therefore, minimising waste and prioritising waste management are necessary to build a circular economy. This study aims to identify the current waste minimisation perceptions in the Australian construction industry. A semi-structured interview was conducted with 50 industry experts focusing on four sectors (design/planning, building information modelling (BIM), material logistics, and prefabrication). The data were analysed qualitatively and quantitatively (Severity index). The result disclosed that the designers are the first contributor to waste minimisation, followed by the material suppliers/manufacturers. It is revealed that subjective attitude and the personal reluctance to exercise waste mitigation strategies are crucial. The outcome also indicated that BIM has the potential to minimise waste significantly. Overall, 15 key points were highlighted to consider for waste minimisation, and a conceptual framework was proposed. Therefore, identifying waste managementâ€™s current practices and the responsibility of industry personnel will help minimise waste and bring sustainable development."
"Modest ratios of fast food outlets to supermarkets and green grocers are associated with higher body mass index: Longitudinal analysis of a sample of 15,229 Australians aged 45 years and older in the Australian National Liveability Study Obesity; Farmers' Markets; Grocery Stores Food purchasing decisions are made within the context of the range of options available, yet most epidemiological studies focus upon single outlet types. Ratios of fast food outlets to supermarkets and green grocers were linked to addresses of 15,229 adults in the 45 and Up Study at baseline (2006â€“2008) and follow-up (2009â€“2010). Compared to having no fast food outlet but having healthy food outlets within 3.2 km from home, multilevel growth curves revealed that relative exposure>25% fast food outlets were associated with 0.36â€“1.19 kg/m 2 higher BMI (p<0.05). These associations were consistent as people aged. No associations were observed for food outlets<0.8 km."
"Patterns of historical and future urban expansion in Nepal Sleuths; Cellular Automaton Model; Urbanization Globally, urbanization is increasing at an unprecedented rate at the cost of agricultural and forested lands in peri-urban areas fringing larger cities. Such land-cover change generally entails negative implications for societal and environmental sustainability, particularly in South Asia, where high demographic growth and poor land-use planning combine. Analyzing historical land-use change and predicting the future trends concerning urban expansion may support more effective land-use planning and sustainable outcomes. For Nepal's Tarai region-a populous area experiencing land-use change due to urbanization and other factors-we draw on Landsat satellite imagery to analyze historical land-use change focusing on urban expansion during 1989-2016 and predict urban expansion by 2026 and 2036 using artificial neural network (ANN) and Markov chain (MC) spatial models based on historical trends. Urban cover quadrupled since 1989, expanding by 256 km2 (460%), largely as small scattered settlements. This expansion was almost entirely at the expense of agricultural conversion (249 km2). After 2016, urban expansion is predicted to increase linearly by a further 199 km2 by 2026 and by another 165 km2 by 2036, almost all at the expense of agricultural cover. Such unplanned loss of prime agricultural lands in Nepal's fertile Tarai region is of serious concern for food-insecure countries like Nepal."
"Curating inclusive cities through food and art Place; Heritage Tourism; Tourist Experience Flavours of Glenroy (2013â€“4) was an action research project where artists imagined mobile edible gardens as a way to connect and engage with locals through project presentation and execution. As a socially engaged art project, it focused on developing ways to connect the mobile, diverse and transforming community of Glenroy, Victoria, Australia. The transnational, Australian dream suburb, reflecting the fluid and globalizing conditions of our cities, was emphasized through the strategy of growing and distributing plants using a mobile system that aligned with the mobility and diversity of the suburb. The project emphasized how social relations, encouraged through art, has the capacity to transform public spaces, providing a platform to introduce new voices and narratives of a community and encourage inclusive participation in sustainable citizenship."
"The Political Economy of E-Government Innovation and Success in Korea Open Government; Transparency; E-Governance Over the past two decades, Korea has established and maintained itself as one of the worldâ€™s leaders in e-government. This study explains why this has happened by using a political economy analysis. Qualitative case study methods have been utilized to enable sensemaking of Koreaâ€™s successful e-government development trajectory. Five complementary factors have been identified to account for this success. They are the legacy of the developmental state in defining governmentâ€™s role in economic development; the impact of democratization on the nature of e-government services and provision; the shock impact of the Asian Financial Crisis that led to accelerated e-government development; the creation and maintenance of an effective policy process; an effective system of public administration. These factors have provided both the drivers and context for sustained successful e-government development. While the Korean experience supplies lessons for other countriesâ€™ e-government development, the whole model is not replicable as it is based on the particularities of Korean development."
Successful Strategies Secret Service; Espionage; Intelligence The case studies and discussion in previous chapters have illuminated the successes and failures of attempting to ignore or use smartphones in an education environment. This chapter consolidates this material and provides a smorgasbord of techniques and tools that can be applied to your education environment.
"Mandatory? Voluntary? A Discussion of Corporate Environmental Disclosure Requirements in China Corporate Social Responsibility; Sustainability Reporting; Global Reporting Initiative In the face of an increasing Environmental crisis, the Chinese government has released a series of guidelines and regulations related to corporate environmental disclosure in recent years. However, the distinction between mandatory and voluntary disclosure, when considering China, is still problematic and a clear understanding of what is required by law and what is purely voluntary does not appear to exist in many studies of the region. As most researchers apply a simplistic classification, this leads to confusion and contradictions between studies. This paper outlines the complexities of the regulatory system in China and attempts to provide direction on how the term voluntary disclosure should be used when studying corporate environmental reporting in China."
"Evolving governance and contested water reforms in Australia's Murray Darling Basin Water Markets; Irrigation; Price of Water This paper explores the ways water governance adapts to changing social values and political imperatives by examining the case of water policy reforms in Australia's Murray Darling Basin. Over more than two decades, Australia's water reforms have explicitly aimed to promote ecological sustainability and economic efficiency, attempting to balance pro-market, micro-economic reforms with broader social and sustainability goals. Despite the formality of Australia's intergovernmental agreements, water reforms have been expensive and heavily contested, experiencing many implementation challenges. However, water market reforms have generally been regarded as successful, enabling the reallocation of water for environmental and extractive uses, contributing to flexibility and adaptive capacity. Recognising that discursive contestation is central to policy development, the paper documents the way the reform processes have attempted to broker compromises between three competing policy paradigms-national development, economic rationalism and environmentalism. These inherent tensions resulted in prolonged contests for influence over policy directions long after formal statements of policy intent by Governments. Given that climate change is driving the need for water governance reforms, the paper looks to what lessons can be learnt about the redesigns of meta-governance arrangements, including through structured commitments to independent audits and evaluations that can provide the feedback needed for adaptive governance and policy learning."
"Regional drought risk assessment in the Central Highlands and the South of Vietnam Droughts; Evapotranspiration; China This study contributes to a proof-of-concept comprehensive drought risk assessment for Vietnam by (i) incorporating drought exposure and vulnerability based on specific socio-economic conditions of the regions; and (ii) using satellite data including World Meteorological Organization (WMO) Space-based Weather and Climate Extremes Monitoring (SWCEM) products, and The National Aeronautics and Space Administration (NASA)-Enhanced U.S Department of Agriculture (USDA)'s Soil Moisture Active Passive (SMAP) Global Data for drought hazard assessment. Drought risk assessment which incorporated hazard, exposure and vulnerability components was conducted for 27 provinces from four administrative areas in Vietnam. Drought Hazard Index (DHI) was derived using the Standardised Precipitation Index (SPI), the Vegetation Health Index (VHI), and surface soil moisture (SSM) to take into account the impact of both meteorological and agricultural drought. Drought Exposure Index (DEI) and Drought Vulnerability Index (DVI) were calculated using statistical data of land use and socio-economic characteristics obtained from Vietnamâ€™s statistical yearbooks. By combining DHI, DEI and DVI, a composite Drought Risk Index (DRI) was derived for drought risk assessment in the selected provinces for 2020. It was shown that the highest at-risk provinces were in the Mekong River Delta, the agricultural production centre of Vietnam. The South East regions were less impacted by drought compared to other regions. The proposed comprehensive approach to drought risk assessment in Vietnam has potential to contribute to improving drought preparedness and resilience of communities at-risk."
"Supply chain recovery challenges in the wake of COVID-19 pandemic Disruption; Supply Chain Disruptions; Dual Sourcing The COVID-19 pandemic has revealed the fragility of global supply chains arising from raw material scarcity, production and transportation disruption, and social distancing. Firms need to carefully anticipate the difficulties during recovery and formulate appropriate strategies to ensure the survival of their businesses and supply chains. To enhance awareness of the issues, this research aims to identify and model recovery challenges in the context of the Bangladeshi ready-made garment industry. A Delphi-based grey decision-making trial and evaluation laboratory (DEMATEL) methodology was used to analyze the data. While the Delphi method helped identify the major supply chain recovery challenges from the impacts of the COVID-19 pandemic, the grey DEMATEL approach helped categorize the causal relationships among these challenges. Of the 23 recovery challenges finalized, 12 are causal challenges. The study's findings can assist decision-makers in developing strategic policies to overcome the recovery challenges in the post-COVID-19 era."
"“Bitch, You Got What You Deserved!”: Violation and Violence in Sex Buyer Reviews of Legal Brothels Prostitution; Sex Workers; Sexual In this article, we use feminist critical discourse analysis to examine online brothel reviews (148 reviews and 2,424 reply posts) of sex buyers in the context of debates surrounding harm minimization. Our findings show that sex buyers actively construct and normalize narratives of sexual violation and violence against women in licensed brothels through their language, referencing objectification, unsafe sex practices, and, in more extreme cases, rape to create a sense of community with other punters. Through this analysis, we challenge existing assumptions about harm minimization in systems of prostitution, which are legalized or fully decriminalized."
"Administration of crowdfunding at Australian universities Crowdfunding; Lending; Fintech Crowdfunding offers a new funding model for research activities at universities. It combines fundraising with public engagement and an entrepreneurial spirit. While universities might be expected to show enthusiasm for the possibilities of crowdfunding, support has not been widespread in Australia. Only a small number of Australian universities have provided active support for crowdfunding of research activities. Interviews with academics and administrators from two Australian universities with a history of providing strong support for research crowdfunding show that clear vision and firm leadership are required to overcome organizational inertia. Universities need to provide space for academics and administrators to innovate, try new approaches, and even fail as they learn whether crowdfunding works for them. Peer support and organized training can help academics as they seek to build an audience via social media engagement. Universities can also provide analysis of campaign progress and, in some cases, funding to support campaigns. The article concludes with best-practice advice for universities that wish to encourage research crowdfunding supported by a framework that describes a continuum of support, ranging from an outright ban to benign neglect to strong support for this new activity."
"Failing to live up to the promise: the politics of equal pay in ‘new’ workplace and industrial relations institutions Political Representation; Quotas; Parliament Workplace and industrial relations regulations are key sites for policy intervention to address Australia's gender pay gap, which, at 15.3 per cent, is almost as large as it was in 1997. In both the Fair Work Act 2009 (Cth) and the Workplace Gender Equality Act 2012 (Cth) the goal of equal pay has a more central place than it did in predecessor legislation. In particular, the Fair Work Act has the potential to deliver more gender-equitable wage structures through addressing systemic gender-based undervaluation at the industry level. Adopting a feminist institutional approach this article examines equal pay policy in the operations of workplace and industrial relations regulation to ask why, despite some recent successes, this potential appears unlikely to be realised."
"Endangered species face an extra threat: susceptibility to the invasive pathogen Austropuccinia psidii (myrtle rust) in Australia Puccinia Psidii; Myrtus; Rust Disease Austropuccinia psidii (myrtle rust) is an invasive fungus native to South America that infects the young growing tissues of species in the Myrtaceae family, one of the dominant plant families in Australia. To date, 360 native species from 49 genera have been found to be susceptible in Australia, but the vast majority remain untested (81%). The aim of this study was to test a range of plant species whose susceptibility status remains unknown, including endangered species, species with a large distribution overlap with A. psidii and species from a genus that has not been previously tested. Different sub-species and provenances were also tested to assess for intra-specific differences. Of the 24 tested species/sub-species, 18 (including 12 endangered) were found susceptible to A. psidii to varying degrees (including the first species record within Triplarina being susceptible), while one presented a hypersensitive reaction and six were resistant. The most susceptible species were the critically endangered Melaleuca megalongensis, and the endangered Eucalyptus copulans, E. parvula, E. scoparia and Melaleuca irbyana. No significant differences in intraspecific susceptibility were found between sub-species or provenances. We suggest that the susceptible species we have identified will be vulnerable to infection in their native ranges in the future, if they have not already become infected. For highly susceptible species, A. psidii should be considered as a major additional threat and appropriate control measures incorporated into existing threatened species plans. Monitoring of susceptible speciesâ€™ populations in the wild and seed collection for seed banking are vital steps for ensuring their conservation."
