,Text,Predicted_SDGs,Top_Keywords_for_SDG 3,Top_Keywords_for_SDG 4,Top_Keywords_for_SDG 6,Top_Keywords_for_SDG 8,Top_Keywords_for_SDG 9,Top_Keywords_for_SDG 11,Top_Keywords_for_SDG 12,Top_Keywords_for_SDG 13,Top_Keywords_for_SDG 14,Top_Keywords_for_SDG 15,Top_Keywords_for_SDG 16,Top_Keywords_for_SDG 17,Top_Keywords_for_SDG 2,Top_Keywords_for_SDG 1,Top_Keywords_for_SDG 5,Top_Keywords_for_SDG 10,Top_Keywords_for_SDG 7
10,"Development of non-native bio-nanoparticles with enhanced immunogenicity and platform capability. The Project will involve maximising the expression of recombinant proteins to be used as either vaccines or therapeutic proteins.
This will use da variety of platforms, including yeast and mammalian expression. In addition, the application of nanoparticles for 
the use as novel vaccines will be studied.","SDG 2, SDG 3, SDG 11, SDG 16, SDG 17","human immunodeficiency virus, equity of access to vaccines, pneumococcal conjugate vaccines, rotavirus vaccine, vaccine preventable diseases",,,,,"millennium villages project, infants, vegetable gardens, millennium village project, human sensors",,,,,"biomimetics, snv netherlands development organisation, responsible research and innovation, unicefs immunization program, governance of research for health","millennium development goals attainment, millennium development goal 6, mdg sanitation targets, millennium development goals (mdgs) 4 and 5, millenium development goal 4","agricultural biotechnology, international code of marketing of breast-milk substitutes, development aids, infant feeding behaviour, nutrition and hiv/aids",,,,
11,"Evaluation Supported Decision Making (SDM) - Link and Learn Pilot Ensure that people with disability are given opportunities to make decisions and supported to do so, and exercise legal capacity to the greatest extent possible. Develop an evaluation methodology for the Link and Learn Pilot, which includes feedback from the project advisory group and has research ethics approval.","SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","disability evaluation, health system evaluation, health services evaluation, people with disabilities, individuals with disabilities","education outcomes, education equality, education measurement, education inequalities, evaluation of educational dynamics","approvisionnement en eau, water utility optimisation, integration, sanitation success indicator, sanitation safety planning","economic evaluations, organizational capacity development, economic evaluation, growth standards, evaluacion economica","life cycle assessment, life cycle assessment (lca), life cycle analysis, life cycle analysis (lca), life expectancy","community-based disability workers, neighbourhood sustainability assessment, neighborhood sustainability assessment, climate policy analysis models, environmental degradation",,"certification, clients satisfaction, methane emission reductions, adaptation pathway, emissions scenarios","marine pollution abatement and ambient water quality improvement, irrigation efficiency, inclusive water poverty index, marine biodiversity conservation, eutrophication potential","land evaluation, degradation analysis, land degradation neutrality, land degradation mitigation, biodiversity research network","united nations disability convention, united nations interagency group for child mortality estimation, quality regulation, participation accountability, organisation for economic co-operation and development development assistance committee (oecd dac)","millennium development goalspovertyeducationequitywomen, sdg evaluation, sustainable development goal indicators, united nations sustainable development goals, millennium development goals attainment","livelihood improvement, primary care community nutrition, poverty reduction strategy papers, poverty alleviation, human capability-based poverty","diseases of poverty, poverty alleviation, growth and poverty reduction, poverty eradication, education poverty","women empowerment, women empowerment, gender inequality in immunization, woman empowerment, workplace equality","human development indicators, human development index, human development report, health outcome inequality, immunization coverage disparities",
12,"Housing models for precariously housed older Australians (Administered by University of South Australia). This project will identify appropriate housing models for precariously housed pre-retirement and retired households informed by
developers, providers, planners and architects.

This project will map the size and location of the cohorts of retired/retiring renters with low-incomes in Australia, using census data and data on current and future pensioner income and wealth, with population projections to 2027. It will produce an online tool geographically locating the ‘at risk’ population.
","SDG 3, SDG 4, SDG 6, SDG 10, SDG 11, SDG 13, SDG 15, SDG 16, SDG 17","impoverishment risks and reconstruction model, family planning programs, who family planning guidelines, health information systems project, family planning knowledge","household education strategies, education planning, teachers professional development, sustainable development education, education for sustainable development","water infrastructure planning, water safety plans, water footprint assessment, water utility optimisation, sanitation safety planning",,,"climate policy analysis models, household survey, housing design, millennium villages project, household resilience",,"climate model, regional climate models, climate vulnerability index, climate resilient urban development, climate resilience",,"plant genetic resources treaty, forest management planning, plant genetic resourse, crop productivity, landscape scale mitigation","national development planning, development policy framework, town planning, development organizations, development policies","sustainable development goal indicators, sustainable development planning, millenium development goals, millenium development goals, urban sustainable development goal",,,,"development planning, human development index, human development indicators, income levels growth, development indicators",
13,"Smart wearable patch to resolve chronic dry eye disease nthalmic Pty Ltd (‘nthalmic’) and RMIT University’s Functional Materials and Microsystems
Research Group (‘RMIT’) intend to co-develop miniaturised wearable smart eye patches to tackle
chronic dry eye disease.

Additional collaborators may be involved at a different stage of this project, who may be invited to
bring in clinical expertise and prospective end-user feedback.

Aligned to nthalmic’s MeiboleyesTM intent to solve and support the management of chronic dry
eye disease, a smart wearable electronic patch with an appropriate form factor and fidelity in the
shape of a human eye lid to create desired levels of heat and massaging effects will be
developed.

The Project involves design development and fabrication of eyelid-shaped prototypes that produce
desired temperature changes as well as massaging effects, through excited vibrations of
appropriate electroactive components. The project is scoped to be run into two stages: (i) alpha
prototype focussing on heat-only elements that can be controlled via smart closed loop system;
and (ii) beta prototype with both heat and massaging components.

nthalmic may agree with RMIT to move the second stage of the project into the previously agreed
longer-term engagement through another research program (the ARC Research Hub for Sensors
for Connected Health)","SDG 3, SDG 10, SDG 17","communicable diseases, eye health, vertical disease programming, infections, infectious disease control",,,,,,,,,,,"product development partnerships, millenium development goals, millenium development goals, millenium development goal, united nations millenium development goals",,,,"human development index, human development indicators, health outcome inequality, human development, income levels growth",
14,"Non-destructive detection and analysis in AM metal (PhD candidate Sana Awan) The project involves fundamental research on x-ray quantitative 3d modelling relevant to additive manufacturing contexts. The work will be conducted in conjunction with the CSIRO additive manufacturing team in Clayton at the CSIRO LAB 22 facility.
The project falls under an existing agreement which sets the framework for the contract which is located at CON/2017/01210. The contract was subsequently extended in time under variation agreement CON/2017/03400.
New project by Sana Awan:  The Student will undertake the following: (1) Literature review in metal additive manufacturing, X-ray CT imaging, data-constrained modelling (DCM) analysis (2) AM metal sample preparation and lab characterization (3) X-ray image acquisition, CT slice reconstruction, artefact pre- and post-processing (4) DCM analysis for 3D microstructure and porosity (5) Preparation for data archiving and publication (6) Preparation of internal report and peer-reviewed publications. Outcomes:
Publications in peer reviewed journals and a PhD thesis; DAP data sets.","SDG 2, SDG 3, SDG 4, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","malaria research, malaria rapid diagnostic tests, clinical research, injury research, treatment coverage","doctoral education, academic responsibilities, learning and research, leverage points in academic changes, online training resources",,"work opportunities, labour productivity, development work, working conditions, health extension workers","labour markets, construction materials, technological innovations, technology receptivity, technology assessment","millennium village project, millennium villages project, housing conditions, housing quality, family structure","material recovery facilities, material recovery, material efficiency, affordable assisted reproduction treatment, material reuse","certification, clients satisfaction, climate vulnerability index, product carbon footprint, focused prenatal care","marine protected area, marine protected area targets, marine protected area networks, marine biodiversity, marine resources","plant genetic resources treaty, degradation analysis, crop productivity, crop protection, biodiversity research network","health research institutions, policy sciences analytical framework, area of protection, health research systems, boundary work","millennium development goals attainment, product development partnerships, millennium development goals description, millennium developmental goals 2015, millenium development goals","livelihood improvement, child survival, agricultural productivity, development aids, food security indicators",,,"immunization coverage disparities, development cooperation, development coordination, human development index, human development report",
15,"Playable City Melbourne A ten-day program of public events and playable city installations during Melbourne International
Games Week in October 2021.
Playable City Melbourne will bring the Watershed method to the city to co-create and remake works
that connect music, games and fashion with public space. Melbourne’s urban play community will
explore other ways of being in public space, First Peoples connection to place, and more-than-human
infrastructure.","SDG 3, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 14, SDG 16, SDG 17","quality improvement and health systems strengthening, community health worker programmes, health services accessibility, community health programs, community based health programs",,"improved sanitation coverage, water infrastructure planning, urban water cycle services, improved water access indicator, improved water and sanitation","organizational capacity development, expenditure patterns, organizations, organizational capacity building, place marketing development","infrastructure reconstruction, life cycle design, rural infrastructure, reliable infrastructure, ecological infrastructure","housing programs, community development, developing communities, new urbanization plan, community networks",,,"marine pollution abatement and ambient water quality improvement, improved multidimensional index of water poverty, water availability for irrigation, ecosystem water determinants, local groundwater balance model",,"immunization resource allocation mechanisms, justice delivery system, social protection programs, immunization programs, federal programs","millennium development goalspovertyeducationequitywomen, history of millennium development goals, millennial development, the millennium development goals, united nations millennium development goals",,,,"development coordination, immunization coverage disparities, human development, planetary stewardship, delivery of health care/organization and administration",
16,Automating the smart home: an investigation of automated cooling practices The study will produce important new knowledge about how to study and understand the effects of ambient and automated technologies in everyday life and their potential impact on energy consumption.,"SDG 2, SDG 3, SDG 4, SDG 6, SDG 7, SDG 9, SDG 11, SDG 12, SDG 13, SDG 14, SDG 16","health system factors, economic and health consequences of caregiving, health systems research, evaluation of doctors knowledge, social determinants of health","evaluation of educational dynamics, learning and research, household education strategies, education for sustainable development, education management information systems","drinking water treatment, water consumption, water and health, integrated water resource management, integrated water resources management",,"life cycle analysis, life cycle thinking, low-cost energy technology, life cycle design, life cycle assessment","household water treatment, domestic water consumption, household energy requirement, household energy, climate policy analysis models","household consumption, waste and resource management, sustainable consumption and production, waste management, green consumption","household air pollution, climate change and water, greenhouse gas emissions, climate impacts, development and climate change","ecosystem water determinants, drinking water safety, marine pollution abatement and ambient water quality improvement, drinking water quality, hydrology & water resources",,"climate for evidence informed health system policymaking, land-use planning and control, authoritative knowledge, health policy analysis, health policy and systems research",,"food-water-energy-climate change nexus, food consumption, food-water-energy nexus, food supply chain wastes, take-home rations",,,,"efficiency of renewable energy, energy consumption, material and energy use, energy use, energy renovation"
17,"Modular Multiscale Modelling for Metal Additive layer Manufacturing (M4AM) (Project leader RHP) In M4AM, a novel, scale-bridging and multi-physical numerical scheme for the simulation of wire arc additive manufacturing processes will be implemented. The simulations will be systematically verified over the entire industrial process chain up to the lifetime evaluation for additive manufactured components. The project will create a benchmark for holistic numerical simulation of Additive Manufacturing, including microstructure development, residual stresses/strains and defects, especially for a process to realize large metallic structures (>0,5 meter in size). The project aims to combine the prediction of material properties using simulations with the experimental results from investigations of mechanical and microstructural analysis. Within the project a target is to establish a research cooperation with the Australian partner RMIT and following to this business relationship with Australian companies.","SDG 2, SDG 3, SDG 11, SDG 17","malaria rapid diagnostic tests, health-related millennium development goals, quality improvement and health systems strengthening, community health worker programmes, health system efficiency",,,,,"building performance simulation, millennium villages project, wroclaw larger urban zone, neighbourhood sustainability assessment, model villages",,,,,,"millenium development goal, millenium development goals, millenium development goals, sustainable development goal indicators, millennium development goals attainment","livelihood improvement, livelihoods, livelihood loss, school meals programmes, food security indicators",,,,
18,Innovation in methods and ethics: Digital ethnography and vulnerable communities Innovation in methods and ethics: Digital ethnography and vulnerable communities,"SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","neonatology, quality improvement and health systems strengthening, ecological sanitation, genetic diversity, intercultural models of care","household education strategies, education management information systems, education inequalities, teaching and learning, leadership education","integration, integrated water resources management, sanitation technologies, defecation, sanitation systems","entrepreneurship, organization, organizations, organizational capacity development, organizational studies","technological innovations, technologies, technological innovation, professional organizations, technological capabilities","developing communities, gated communities, indigenous and local communities, online community, ethnography","agricultural pathways, separation and recycle, sustainable practices, material recovery facilities, informal waste sector","eco-innovation, climate resilient urban development, ecological footprint, adaptation pathway, clients satisfaction","irrigation techniques, ocean governance, roofwater harvesting, irrigation efficiency, marine pollution abatement and ambient water quality improvement","biodiversity research network, community forestry, goat development, ethnobotany, cropland expansion","ethical development, education policy formation, nongovernmental organizations, ethical leadership, organisation for economic co-operation and development","un development strategies, millennium development goalspovertyeducationequitywomen, sustainable development strategies, product development partnerships, the millennium development goals","urban food strategies, agricultural productivity, poverty eradication, rural livelihoods, agriculture and food","poverty eradication, growth and poverty reduction, education poverty, poverty alleviation, educational poverty","andean communities, women and development, workplace equality, womens empowerment, womens empowerment","immunization coverage disparities, axiomatization, health outcome inequality, territorial disparities, ecological debt",
19,Does innovation by small firms promote financial inclusion in Vietnam? (Administered by RMIT Vietnam) Does innovation by small firms promote financial inclusion in Vietnam?,"SDG 3, SDG 5, SDG 8, SDG 9, SDG 10, SDG 13, SDG 16","global alliance for vaccines and immunization, non-governmental organizations health systems strengthening, inclusive wealth index, healthcare teams, new cooperative medical scheme (ncms)",,,"entrepreneurship, economic innovation, enterprises, mitigation banks, green and inclusive economic growth","inclusive innovation, responsible innovation, innovation, sustainable innovation, social innovation",,,"eco-innovation, climate vulnerability index, donors, sustainability footprint, activated carbon adsorption",,,"stakeholders participation, responsible research and innovation, non-governmental development organizations, ngo initiatives, stakeholder partnership",,,,"social inclusion, women in development, saving mothers and newborns initiative, women and development, gini index","financial inclusion index, social inclusion, economic inclusion, financial inclusion, politics inclusion",
20,Research and Evaluation of DBT Training model for Aboriginal youth using VACCA's services Evaluation research project that analyses the current Dialetical Behavior Therapy Model and how it would work if implemented at VACCA. The work will produce a final research report that will be presented to VACCA,"SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 10, SDG 11, SDG 14, SDG 15, SDG 16","health services research, health services research: maternal health services, health services evaluation, health systems research, adolescent health services","learning and research, household education strategies, education for sustainability, baseline study, educational intervention",,"child health surveys, organizational studies, development work, workforce surveillance, organizational capacity development","life cycle analysis (lca), life cycle analysis, life cycle assessment (lca), life cycle assessment, life cycle costing (lcc)","climate policy analysis models, neighborhood sustainability assessment, neighbourhood sustainability assessment, community consultations, building performance simulation",,,"melamchi water supply project, inclusive water poverty index, local groundwater balance model, crop water productivity, marine biodiversity conservation","biodiversity research network, forest ecosystem services, atlantic forest restoration pact, forest change detection, kedarnath wildlife sanctuary","health research institutions, health policy and systems research, health research systems, responsible research and innovation, international sustainable chemistry collaborative centre",,,,"female community health volunteers (fchvs), safe motherhood programs, girls school experiences, safe motherhood program, womens literacy programmes","human development report, development assistance committee, equality of access to srh services, human development index, eu-gcc cooperation",
