,Text,Predicted_SDGs,Top_Keywords_for_SDG 3,Top_Keywords_for_SDG 9,Top_Keywords_for_SDG 12,Top_Keywords_for_SDG 15,Top_Keywords_for_SDG 16,Top_Keywords_for_SDG 17,Top_Keywords_for_SDG 2,Top_Keywords_for_SDG 5,Top_Keywords_for_SDG 8,Top_Keywords_for_SDG 10,Top_Keywords_for_SDG 1,Top_Keywords_for_SDG 4,Top_Keywords_for_SDG 11,Top_Keywords_for_SDG 13,Top_Keywords_for_SDG 6,Top_Keywords_for_SDG 14,Top_Keywords_for_SDG 7
366,Towards Publication this course takes you through the process involved in preparing a manuscriptfor publication  including final drafting  editing  manuscript presentationand pitching your work to publishers during the course you will take on therole of either writer or editor  and collaborate with other students to learnfirst hand about the writer editor relationship student can develop andprepare a fiction or non fiction manuscript for publication with a view toapproaching publishers with their work  edit an anthology of student work  orfocus on and be given an opportunity to complete an industry placement or aproject this course includes a work integrated learning experience in which yourknowledge and skills will be applied and assessed in a real or simulatedworkplace context and where feedback from industry and  or community isintegral to your experience ,"SDG 4, SDG 5, SDG 8, SDG 9, SDG 11, SDG 17",,"life-course, life-course perspective, life cycles, professional organizations, life cycle design",,,,"partnership, product development partnerships, partnerships, un decade of education for sustainable development, regional sustainable development",,"girls school experiences, workplace equality, girls education, girls enrolment, female schooling","professional development, work opportunities, professional role, practitioners, entrepreneurship",,,"teachers professional development, education outcomes, online training resources, educational transitions, household education strategies","building performance simulation, professional society, developing communities, online community, housing conditions",,,,
367,"Humanities, Lang. & Culture this course introduces you to the knowledge and understanding of the concepts substance and structure of the content and teaching strategies for humanitiesand languages teaching in the primary school you will examine the processesand systems that have shaped different societies and cultures  includinglanguages  and will learn how to use design thinking in your practice youwill also use data on one student and differentiate a lesson to cater for thisstudent s learning needs and reflect on your learning in a report ","SDG 2, SDG 3, SDG 4, SDG 8, SDG 11, SDG 16","school health classes for cancer prevention, health knowledge systems, health knowledge management, community health worker training, family planning knowledge",,,,"education policy formation, health research systems, education policy, health policy and systems research, national development planning",,"school meals programmes, food planning, food needs, food systems, primary care community nutrition",,"curriculum planning, organizational studies, organizational capacity development, professional development, teacher recruitment",,,"education planning, education management information systems, teaching and learning, learning styles, learning to learn","language of instruction, building performance simulation, knowledge societies, human resource planning, social habits",,,,
368,Sust Eng Sys and Environment in this course you will learn the essential principles and concepts ofapplying information technology in industrial settings for the purpose ofcleaner production  ecologically sustainable industrial development you will apply systems thinking and systems life cycle approaches towardsdefining and solving complex  real world  problems in the planning  developingand managing of engineering and technology based environments you will focuson the value of developing strategically focused corporate it policies  andexamine corporate issues of introducing corporate environmental policies ,"SDG 2, SDG 3, SDG 4, SDG 8, SDG 9, SDG 12, SDG 16, SDG 17","quality improvement and health systems strengthening, health systems challenges, health systems guidance, health-related millennium development goals, health systems arrangements","life cycle design, life cycle thinking, life cycles, life-course perspective, life cycle analysis","life cycle, material recovery facilities, sustainable practices, sustainable management, recyclables",,"development policy framework, environmental management systems, food and agricultural policies, health policy and systems research, policy sciences analytical framework","the millennium development goals, history of millennium development goals, millenium development goals, millenium development goals, united nations millennium development goals","sustainable food systems, food systems, food planning, food security and nutrition, dietary guidelines",,"quality of working life, organizational studies, working conditions, manufacturing/remanufacturing, organizational capacity development",,,"education management information systems, education planning, education and policy, education for sustainable development, reusable learning objects",,,,,
369,Facilities Mgt & Dev this course will incorporate a wil experience in which knowledge and skills isapplied to a real or simulated work based environment this course willinclude an introduction to the issues and opportunities inherent to thedevelopment and planning of tourism and hospitality facilities the secondpart of the course will cover the project development sequence  space planningfor facilities mgt and development the course will also cover topics relatedto setting appropriate facilities requirements  understanding industrypractice and making properties decisions with respect to a balanced design operational plan  and financial framework ,"SDG 3, SDG 4, SDG 8, SDG 9, SDG 12, SDG 16, SDG 17","community health worker programmes, health knowledge management, health care facilities, quality improvement and health systems strengthening, community health worker training","life-course, technologies, construction management, primary healthcare facilities, construction materials","material recovery facilities, sustainable practices, waste and resource management, sustainable management, reutilisation des eaux usees",,"development policy framework, safe delivery care policy, policy and programme guidance, health policy and programmes, education policy formation","millennium development goals attainment, the millennium development goals, millennium development goals description, millenium development goals, millenium development goals",,,"professional development, professionalisation, organizational capacity development, employability, work opportunities",,,"teachers professional development, education management information systems, education planning, education for sustainable development, household education strategies",,,,,
370,Health and Nutrition this course introduces you to the fundamentals of the principles of nutritionand the relationship between diet and disease topics include macro and micronutrients  fluid and energy balance as well as physical activity you willexplore how current national nutritional programs and policies are shaped byour current understanding of nutritional physiology as well as how socio demographic influences determine our food and dietary habits ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 13, SDG 15, SDG 16","micronutrients, healthy diets, public health nutrition, micronutrient deficiency, epidemiological and nutritional transition","life-course, life-course perspective, life cycle design, life cycle assessment, intrastrure planning",,"biotic and abiotic factors, agriculture and food security, sustainable soil management, abiotic and biotic resources, convention on biological diversity","nutrition programs, nutrition governance and management, nutrition programmes, food and agricultural policies, nutrition policy",,"health and nutrition policy, food nutrition, child nutrition disorders/epildemiology/economics, infant and young child nutrition, primary care community nutrition","womens dietary diversity score, reproductive, maternal, newborn and child health, maternal welfare/economics, womens and childrens health, womens literacy programmes","quality of working life, child health surveys, program managers, non-health gross domestic product loss, training of trainers",,,"nutrition education, nutrition training, basic education, midwifery education, nursing education",,"focused prenatal care, paris principles, natural disasters, adaptation pathway, environmental changes",,,
371,Urban Economics & Spatial Dev increasingly  governments in recent decades have been pre occupied with thewell being of their economies  as they struggle to either maintain or restorelevels of economic prosperity in this course you will explore how urbanplanners and environmental managers have been increasingly required to employeconomics and a select number of economic tools to assess the potential impactof planning and environmental management environmental management decisions upon a city and its broaderregional economy you will explore this facet of spatial public policyanalysis and investigate how economics is being used as a tool to makegovernance decisions about our urban and natural environments ,"SDG 3, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","quality improvement and health systems strengthening, disability-adjusted life years, health system efficiency, community well-being, disability-adjusted life-year","economic development, construction management, infrastructure reconstruction, regional infrastructure, industrializing economy",,"forest management planning, community-based natural resource management, sustainable forest management, forest ecosystem services, forest ecosystems","leadership and governance, urban governance, governments, organisation for economic co-operation and development, governance reforms","united nations millennium development goals, history of millennium development goals, united nations sustainable development goals, united nations millenium development goals, sustainable development strategies",,,"sustainable economic development, organizational change, organizational capacity development, economical planning, sustainable economy","socio-economic development, emerging economies, planetary stewardship, income levels growth, middle- and high-income economy",,,"urban planning and development, sustainable urbanization, housing-led urban regeneration, new urbanization plan, urban transformation","climate resilient urban development, environmental changes, natural disasters, climate variability and change, environmental change","integrated water resources management, water resources management, urban water management, sanitation/economics, water infrastructure planning","irrigation efficiency, marine pollution abatement and ambient water quality improvement, ocean governance, rights-based fishery management, transboundary water governance",
372,Sustainable Bldg Investigation this course will develop your capacity to synthesize  integrate and apply thespecialised knowledge and skills you have developed so far in this program indoing so you will apply sustainable building building concepts and research tools andmethods to investigate a real or simulated sustainable building building project basedproblem in response to a sustainable building building project based problem you willidentify  gather and utlise published data and information to respond to aclient problem  industry need or project organisation scenario you will alsobe required to independently source and analyse peer reviewed literature yourinvestigation may be based on a topic relating to your current or pastprofessional context  or to an industry issue you identify to investigate your research investigation will be supervised by a lecturer who specialisesin your topic area your academic supervisor will advise on academic issuesassociated with your project selection  project design and report preparation as well as related industry engagement your investigation will also besupported through your engagement in interactive workshops in which you willcritically examine a range of sustainable building building issues  current industrytrends and current and emerging developments in the sustainable buildingfield you will critically examine and apply investigative design methods anddata analysis techniques this course includes a work integrated learning experience in which yourknowledge and skills will be applied and assessed in a real or simulatedworkplace context and where feedback from industry and  or community isintegral to your experience ,"SDG 3, SDG 4, SDG 8, SDG 11, SDG 12","community health worker programmes, community health worker training, health service needs, health services evaluation, quality improvement and health systems strengthening",,"material recovery facilities, material recovery, life cycle, material stock, natural resource",,,,,,"organizational capacity development, work opportunities, organizational capacity building, professional development, working conditions",,,"online training resources, education outcomes, learning styles, learning and research, teachers professional development","housing conditions, human resource requirements, building codes, building performance simulation, community development",,,,
373,Indigenous Studies in Edu this course explores and critically examines indigenous education inaustralia it introduces aboriginal and torres strait islander histories cultures and languages and examines the ongoing impacts of colonisation onindigenous communities in australia the course investigates the contemporaryand historical educational experiences of aboriginal and torres straitislander people by analysing indigenous education in relation to policy aspirations and theoretical frameworks a key component of this course isdeveloping individual and professional subject positions in relation toaustralian educational and social contexts  enabling respectful engagementwith aboriginal and torres strait islander peoples  knowledges and culturesand the informed use of culturally responsive teaching practices ,"SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 11, SDG 16, SDG 17","nepalese experience, life course epidemiology, community health worker training, community health worker programmes, school health classes for cancer prevention","life-course, life-course perspective, life cycle assessment, technologies, life expectancy",,,"education policy formation, education policy, educational policy, higher education policy, policy and programme guidance","post-2015 education agenda, united nations decade of education for, un decade of education for sustainable development, millennium development goalspovertyeducationequitywomen, millennium development goals attainment","school meals programmes, global health education, agriculture and environment, primary care community nutrition, agriculture and food","female schooling, girls school experiences, girls education, womens literacy programmes, gender disparity in schooling","training of trainers, teacher recruitment, evaluacion economica, practitioners, organizational studies",,"education poverty, educational poverty, diseases of poverty, poverty alleviation, poverty eradication","veterinary education, teaching and learning, teacher education, comparative education, education planning","indigenous economic development, language of instruction, indigenous and local communities, developing communities, language and culture",,,,
374,Psychology of Motivation Work the questions of what drives us and how to motivate peak performance amongindividuals  groups and organisations have become critical in contemporarywork  education and sporting contexts in this course  you will apply theoriesand research into human motivation  examining topics that include drives andinstincts  volitional behaviour  self control  self regulation and theinteractions between motivation  emotion  learning and behaviour change youwill devise and evaluate empirically supported strategies for goal setting andachievement  drawing from cognitive behavioural  positive psychology and otherevidence based models  and applied to topics in psychological wellbeing health  education and business you will develop your knowledge oforganisational psychology  motivation and professional issues organisationalpsychology explores the theories and concepts of how organisations operateeffectively you will investigate and analyse the ways in which individualsand groups function in organisations and the impact of the organisationalenvironment  including the dynamics of working in a multicultural society ,"SDG 3, SDG 4, SDG 5, SDG 8, SDG 16","leadership in obstetrics and gynaecology for impact and change, psychological stress, health systems challenges, subjective wellbeing, health systems, trends",,,,"leadership and governance, policies and legislation, health priorities/organization and administration, governance of research for health, ethical leadership",,,"reproductive, maternal, newborn and child health, womens health issues, womens and childrens health, women and childrens health, maternal factors","organizational studies, organizational capacity development, growth standards, child health surveys, organizational capacity",,,"educational targets, leadership education, education outcomes, education and child health, education measurement",,,,,
375,Renewable and Solar Fuels in this course  you will study fundamentals  chemistry and biochemistry  andtechnical information on solar fuel and biofuel technologies includingproduction  processes and use in mobile and stationary power and thermalsystems you will also study the theory  fundamental physical chemistry  andstate of the art technology of directly converting water and or co2 to fuelsusing sunlight and of environmental remediation using sunlight you will learnto conduct assessments for sustainability of systems employing suchtechnologies  by considering economic  environmental  and social criteria ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","health services evaluation, quality improvement and health systems strengthening, health services accessibility, health system evaluation, basic services","technologies, supply chain sustainability, construction materials, life-course, technology assessment","material recovery facilities, sustainable practices, natural resources, material efficiency, material stock","soil quality index, biodiversity indicators, sustainable soil management, biogeochemical cycles, biodiversity indicator","international sustainable chemistry collaborative centre, environmental management systems, food and agricultural policies, cultural sustainability, nutrition programs","indicators of sustainability, sustainable development indicators, sustainable development goal indicators, sustainable development objectives, sustainable development indicators (sdis)","food security indicators, food systems, sustainable food systems, school meals programmes, dietary quality","womens dietary diversity score, girls education, womens status, women workers, womens literacy programmes","growth standards, quality of working life, working conditions, work opportunities, labour productivity","human development indicators, development indicators, inequality, debt sustainability, planetary stewardship",,"education for sustainability, basic education, universal basic education, higher education for sustainable, quality education","neighbourhood sustainability assessment, neighborhood sustainability assessment, environmental accounting housekeeping books (eah) of domestic wastewater, cities and sustainable development, environmental degradation","certification, climate biodiversity, environmental changes, carbon sequestration potential, climate-smart agriculture","wastewater treatment plants, basic social services, water accessibility, improved sanitation coverage, water resources management","ecosystem water determinants, marine pollution abatement and ambient water quality improvement, marine ecosystems, fish species, hydrology & water resources","energy systems, electrical energy storage (ees) technologies, energy accessibility, woodfuels, energy indicators"
376,Intro Sustainable Innovation this course introduces you to key social  environmental and political issuesunderpinning sustainable innovation innovation in the fashion and textiles industry socio technical and circular economy economy economy principles will provide a frameworkwithin which to analyse the complex networks of production  use and disposalof fashion and textile products  and their impacts on society and the planet you will investigate current industry practices and evaluate emergingalternatives  giving consideration to the requirements for widespread positivechange within the sector ,"SDG 2, SDG 3, SDG 7, SDG 8, SDG 9, SDG 10, SDG 16","quality improvement and health systems strengthening, non-governmental organizations health systems strengthening, health sector cascade, obstetric guidelines, disability adjusted life year","technological innovations, technological innovation, sustainable industry, sustainable innovation, industry",,,"health sector reforms, development policy framework, sendai framework implementation, international policy frameworks, policy sciences analytical framework",,"food supply chain wastes, sustainable food systems, sustainable food production, livelihood improvement, sustainable agriculture",,"growth standards, economic innovation, sustainable economy, sustainable economic development, evaluacion economica","developing country manufacturers network, developing world, human development indicators, ""win-win"" reform agenda, financial inclusion index",,,,,,,"woodfuels, electricity sector reform, biofuels, renewables, biofortification"
377,Preparation for Prof Practice this course aims to further develop the skills required for work in an inter professional healthcare environment it builds on the previous clinicalpractice components of the program by developing your awareness of widerissues affecting contemporary professional practice the learning  teachingand assessment strategy for the course actively encourages learner autonomy reflection and academic debate with peers while maintaining a commitment tocritical appraisal of literature this course helps to prepare you for life as a reflective health professionalby empowering you to reflect on both your own practice and the widerprofessional issues relevant to your profession ,"SDG 2, SDG 3, SDG 4, SDG 8, SDG 9, SDG 10, SDG 16, SDG 17","community health worker programmes, healthcare professionals, community health worker training, health care professional, life course epidemiology","life-course, life-course perspective, professional organizations, primary healthcare facilities, life cycle assessment",,,"safe delivery care policy, mental health services, health policy and programmes, mental health policy, health governance","partnership, partnerships, post-2015 health development agenda, millennium development goalspovertyeducationequitywomen, sustainable development objectives","primary care community nutrition, livelihood improvement, school meals programmes, livelihoods, global health education",,"professionalisation, practitioners, quality of working life, work opportunities, professional development","health care disparities, delivery of health care/organization and administration, advisory committee, health outcome inequality, inequality",,"comparative education, health education, teachers professional development, quality education, preservice education",,,,,
378,Developmental and Cell Biology this course expands on the first year course biol2272 biology of the cell  anddetails the latest advances in the exciting field of cell biology and thepowerful new approaches it provides for understanding human health anddisease you will study the structural and functional organisation of cell organelles the properties of cell membranes and cellular transport processes you will also be given an appreciation of how cells control their shape andmovement  the manner in which they communicate with one another  divide  growand die  sexually reproduce and differentiate as well as their role inembryology  and organogenesis ,"SDG 3, SDG 4, SDG 8, SDG 9","quality improvement and health systems strengthening, school health classes for cancer prevention, life course epidemiology, health and development, communicable disease prevention and control","life-course, life-course perspective, life cycle design, life expectancy, life cycles",,,,,,,"organizational capacity development, professional development, quality of working life, child health surveys, organizational capacity building",,,"education planning, education and child health, learning approaches, nursing education, preservice education",,,,,
379,Medical and Surgical Nursing 1 a thorough understanding of the anatomy and physiology of all the body systemsis assumed in this course nursing knowledge and skills introduced in previouscourses are further developed nursing and associated care for patients with avariety of acute and chronic disease processes are considered using theframework and direction of the australian national health priority areas knowledge of pathophysiological processes will be integrated to support thenursing care required to ensure efficient  effective and appropriate care ofpatients in high risk groups with acute and chronic conditions includingcardiovascular disorders  asthma and diabetes strategies for risk reductionand early detection of disease processes are examined the ability toprescribe and undertake a variety of nursing interventions including peri operative care  admission and discharge planning  self care management community health and support services which contribute to the clinical care ofa patient are also addressed nursing skills will be developed in the clinicallaboratories using skill demonstration and simulated clinical practice capacity for critical reflection on clinical practice and use of currentresearch to provide a rationale for nursing practice and prepare for rapid anunpredictable change in health care will be enhanced ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 10, SDG 16","health care services, health care facilities, health care systems, surgical health systems, quality improvement and health systems strengthening","primary healthcare facilities, hospital schools, primary health facilities, rural health services, public health facilities",,,"safe delivery care policy, health research systems, australian health care system, health research institutions, birth care",,"primary care community nutrition, development aids, health and nutrition policy, health and social policy, nutrition disorders","women and childrens health, women health, women health, womens and childrens health, woman health","public health nurses, health care workforce, registered nurses, working conditions, professional development","health care disparities, delivery of health care/organization and administration, health outcome inequality, health disparities, planetary stewardship",,"master of nursing, health education, medical education, learning styles, nursing education",,,,,
380,Teaching Number and Algebra in this course you will focus on a conceptually rich  strategy driven approachto the teaching and learning of number in primary schools you will beintroduced more formally to the links between theory and practice  andrelevant aspects of the australian curriculum  mathematics and the victoriancurriculum f 10 you will develop your knowledge of concepts  skills andstrategies needed to recognise and respond effectively to student numberrelated learning needs ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 16, SDG 17","school health classes for cancer prevention, pharmacy curriculum, integrated school health, health knowledge systems, child education",,,,"education policy formation, education policy, higher education policy, nutrition programs, educational policy","united nations decade of education for, un decade of education for sustainable development, millennium development goalspovertyeducationequitywomen, partnership, millennium development goals attainment","school meals programmes, nutrition and hiv/aids, global health education, primary care community nutrition, nutrition disorders","girls education, girls school experiences, female schooling, gender and curriculum, gender disparity in schooling","teacher recruitment, curriculum planning, organizational studies, curriculum-making, curriculum development",,,"teaching and learning, adult learning and education, learning styles, teacher education, nursing education",,,,,
381,Assess Analysis Mental Health this course provides you with opportunities to develop skills in holisticpsychiatric nursing assessment multiple assessment models will be examinedfrom a theoretical and practical perspectives the notion of assessment as anintegral aspect of care planning and delivery will be emphasised assessmentprocesses and evaluation tools will be analysed with respect to theirappropriateness and usefulness taking into consideration cultural andpsychosocial factors that impact on client assessment practices assessmentfor anxiety disorders  depressive disorders  mood disorders  eating disorders family violence and sexual assault will be explored ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 15, SDG 16, SDG 17","health services evaluation, health system evaluation, quality improvement and health systems strengthening, antenatal care services, health risk assessment","life cycle assessment, life-course, life-course perspective, life expectancy, life cycle assessment (lca)","material recovery facilities, life cycle, affordable assisted reproduction treatment, material recovery, obsolescence","land evaluation, land development phase, land degradation neutrality, land productivity trends, degradation analysis","needs assessment, mental health services, safe delivery care policy, health research systems, justice delivery system","millennium development goalspovertyeducationequitywomen, millennium development goals attainment, the millennium development goals, millenium development goals, millenium development goals","primary care community nutrition, development aids, nutrition disorders, school meals programmes, food security indicators","women and development, saving mothers and newborns initiative, gender and development, safe motherhood programs, reproductive, maternal, newborn and child health","quality of working life, professional development, work opportunities, health care workforce, labour productivity","human development indicators, human development index, health outcome inequality, immunization coverage disparities, development indicators",,"education outcomes, education management information systems, education planning, quality education, education inequalities","housing quality, community-based midwives, midwives, community development, community-based disability workers",,"integration, basic social services, sanitation safety planning, improved sanitation coverage, approvisionnement en eau",,
382,Intro to Criminal Justice in this course  you will be introduced to the inter disciplinary field ofcriminal justice and the three arms of the criminal justice system  lawenforcement  adjudication  and corrective services you will study thehistory  purposes  policies  and functions of the public service agencies thatmake up the australian criminal justice system you will consider how thecriminal justice system  and the laws it enforces  are a function ofgovernment and the public policy decisions taken by governmentrepresentatives ,"SDG 2, SDG 3, SDG 4, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 15, SDG 16, SDG 17","health systems arrangements, health knowledge systems, health care systems, quality improvement and health systems strengthening, medical record systems","social enterprises, cooperatives, social enterprise, responsabilidad social corporativa, rural health services","material recovery facilities, natural resources, life cycle, material stock, waste collection","forest ecosystem services, land degradation neutrality, tree products, forest management planning, forest ecosystems","justice delivery system, policy sciences analytical framework, development policy framework, health research systems, health policy and systems research","coordinated policies, aid efficiency, product development partnerships, united nations sustainable development goals, aids","food systems, food system, sustainable food systems, health and social policy, aids-related deaths",,"organizations, organization, organizational studies, organizational capacity development, duty bearers","government subsidies, development assistance committee, distributional problems, delivery of health care/organization and administration, health care disparities",,"education outcomes, education management information systems, educational system, education planning, education and policy","civil society organization, knowledge societies, environmental accounting housekeeping books (eah) of domestic wastewater, health and demographic surveillance system, citizenship",,"sanitation systems, sanitation chains, basic social services, sanitation system, water infrastructure planning",,"energy systems, renewables, energy pathways, energy planning, energy accessibility"
383,Wireless Sensor Networks & IoT internet of things networks generally consist of compact low power sensors which collect information and it via wireless access access networks to a cloudsystem this typical architecture achieves a high level of desired monitoringand control in a coordinated manner designing iot systems requires integratedskills in network engineering  embedded system engineering  wireless networksand cloud computing iot applications can be found in areas such asenvironmental monitoring  smart energy energy systems  industry   home automation agriculture and smart cities this course covers the fundamentals of iot systems with emphasis ontranslating theoretical bases into practical network design and technologies it covers the bigger picture of iot systems with a focus on wireless iottechnologies  network design  system architecture and hardware implementation where you will be developing small scale iot networks and devices in theaccompanying laboratory after completing this course  you should understand the principles technologies  and applications of iot networks have the fundamental knowledgeto design a wireless iot access network contents of the course    iot applications and architecture   wireless iot access technologies and designs for iot networks  lpwan and cellular    implementation and requirements for of iot devices   iot devices energy consumption analysis   iot networks and platformsplease note that if you take this course for a bachelor honours program  youroverall mark in this course will be one of the course marks that will be usedto calculate the weighted average mark  wam  that will determine your awardlevel this applies to students who commence enrolment in a bachelor honoursprogram from 1 january 2016 onward see the wam information web page for moreinformation ,"SDG 3, SDG 4","health systems challenges, quality improvement and health systems strengthening, health information systems project, health knowledge systems, health management information systems",,,,,,,,,,,"education management information systems, quality education, learning metrics, graduate education, nursing education",,,,,
384,Forensic Studies This course introduces you to the impact of physical evidence on theinvestigation and prosecution of crime. You will learn about forensicinvestigations and a variety of forensic tools available in the investigationof serious crimes. You should be aware that some graphic representations ofcrimes and evidence may be presented.,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 7, SDG 10, SDG 14, SDG 15, SDG 16, SDG 17","intellectual disabilities, health services evaluation, clinical audit, quality improvement and health systems strengthening, drug trials",,,"biodiversity indicators, biodiversity indicator, degradation analysis, soil quality index, phenolic compounds","climate for evidence informed health system policymaking, quality regulation, policies and legislation, organisation for economic co-operation and development development assistance committee (oecd dac), privacy laws","millennium development goalspovertyeducationequitywomen, sdg targets and indicators, indicatorsi relevance, sustainable development indicators, sdg evaluation","development aids, food security indicators, child nutrition disorders/epildemiology/economics, livelihood improvement, agricultural productivity","masculinities, child maltreatment, maternal determinants, womens and childrens health, womens dietary diversity score",,"human development indicators, development indicators, development impact, inequality, development assistance committee",,"education outcomes, education inequalities, educational intervention, educational targets, education and child health",,,,"marine pollution abatement and ambient water quality improvement, irrigation efficiency, improved multidimensional index of water poverty, international year of freshwater, marine wildlife","energy indicators, energy and emission taxes, combustion, energy intensities, energy accessibility"
385,Ethical & Sustain Practices this course provides you with the knowledge and skills to analyse  synthesiseand reflect on the ethical status and environmental impact of the globalapparel industry and the fashion system through research into the underlyingpolitical economy economy that drives the global  production  consumption and disposalof fashion and textiles product  you will collaboratively plan and proposestrategies for innovation in ethical and sustainable fashion ,"SDG 3, SDG 8, SDG 9, SDG 11, SDG 15, SDG 16","skill birth attendants, health knowledge systems, quality improvement and health systems strengthening, health system factors, skilled birth attendance","technological innovations, technological innovation, industry, social innovation, responsible innovation",,"land change science, land productivity trends, soil quality index, forest ecosystem services, crop production","politics of knowledge production, responsible research and innovation, climate for evidence informed health system policymaking, policy sciences analytical framework, global health inequalities",,,,"growth standards, evaluacion economica, economic innovation, gross domestic product growth, workforce science",,,,"knowledge society, indigenous economic development, knowledge societies, civil and environmental engineering, local livelihoods",,,,
386,Media & Comm. Internship media   communication internship helps you develop skills to create  negotiateand broker your own internship opportunity with support and advice from rmitstaff  then gain work experience in your field of practice it prepares youfor employment after you graduate  making you  work ready   flexible andadaptable your internship will be of 80 hours duration and can be with eithera local or international employer you get a chance to pitch your ideas andreport back on your experience to your peers and a staff industry panel to enable flexibility with securing an internship  you can elect to extendyour internship duration by an additional 40 hours up to a maximum 120 hourstotal these additional hours will not be assessed but will be covered by rmitinsurance industry internship requirements   an agreement including schedule and relevant insurance documentation isrequired to be completed before commencing each internship  local andinternational  international internships must be registered and processedthrough rmit global mobility  melbourne    rmit career development andemployment  vietnam  in the case where a placement ends early  please referto changes or cancellation of wil activities in the wil guideline ,"SDG 2, SDG 3, SDG 8, SDG 9, SDG 10, SDG 15, SDG 16, SDG 17","healthcare professional associations, health extension program, community health worker programmes, quality improvement, clinical practice guidelines","professional organizations, life cycles, life expectancy, trade facilitation, life-course perspective",,"crop protection, atlantic forest restoration pact, crop loss, crop production, flex crops","social protection programs, stewardship agreements, international conventions, safe delivery care policy, organisation for economic co-operation and development development assistance committee (oecd dac)","product development partnerships, partnerships, terms of partnership, millenium development goals, millenium development goals","livelihood improvement, development aids, livelihood loss, livelihoods, school meals programmes",,"work opportunities, professional development, health extension workers, professionalisation, professional role","official development assistance, immunization coverage disparities, official development aid, human development indicators, development assistance",,,,,,,
387,MKTG Work Integ Learning 2 in this course you will apply your academic learning to a contemporaryworkplace situation  integrating work and learning on two levels    integration of previous and current learning in courses completed in your program of study to date  and    integration of previous and current learning in the workplace as part of the co operative education year ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 11, SDG 16, SDG 17","disability adjusted life year, community health worker programmes, integration of health services, community health worker training, integrated school health","life-course, life cycle assessment, life-course perspective, life cycle design, life cycle assessment (lca)",,,"education policy formation, organisation for economic co-operation and development development assistance committee (oecd dac), policy integration and mainstreaming, environmental management systems, educational policy","millennium development goals attainment, partnership, product development partnerships, un decade of education for sustainable development, partnerships","school meals programmes, primary care community nutrition, livelihood improvement, food supply chain wastes, protein calorie malnutrition","girls enrolment, girls school experiences, girls education, workplace equality, safe motherhood program","quality of working life, work opportunities, organizational studies, organizational capacity development, health extension worker",,,"education management information systems, education measurement, education planning, educational transitions, education outcomes","building performance simulation, language of instruction, mobility of students and academic staff, integrated solid waste management, language management",,"integration, integrated water resources management, integrated water resource management, sanitation safety planning, sanitation success indicator",,
388,Critical Criminology this course will focus on a range of critical theoretical perspectivesrelating to crime  law and social social justice justice you will explore a range of topicsincluding  the current condition of critical theory in criminology and socio legal studies  where critical theories fit ontologically andepistemologically  the differences between structural  constructionist andpostmodern poststructural approaches  and the role of critical theory incontemporary research  policy and practice you will learn how to distinguishthe assumptions and concepts underpinning a range of approaches includinglabelling and moral panic theories  different feminisms  queer theory critical race and postcolonial perspectives  and you will examine the rolethat intersectionality is increasingly playing in critical justice studies you will see how different concepts have been applied by researchers to changethe way we think about  and respond to  a range of contemporary issues whichmight include  graffiti  policing  prisons  aboriginal justice  gender andsexual equality  gender and sexuality based violence  sex work and drugs ,"SDG 3, SDG 16","health services accessibility, health services evaluation, guias de practicas clinicas, maternal, newborn, and child health, school health classes for cancer prevention",,,,"sexual and reproductive health and rights, health research institutions, health research systems, health policy and systems research, ecological justice",,,,,,,,,,,,
389,Pharmacy Practice 1 the first pharmacy practice course builds on your knowledge  behaviours andskills you will be required to develop in your journey to becoming a safe andeffective pharmacist during this course  you will be familiarized to thefollowing areas of pharmacy practice   pharmaceutical policy  legislation  guidelines  standards and ethics sociology of health and medicines as related to pharmacy practice the role of the pharmacist otc medicines  complementary medicines and pharmacy specific services professional communication skills team leadership and management skills ,"SDG 3, SDG 4, SDG 8, SDG 16","pharmacy curriculum, clinical pharmacy, clinical pharmacology, life course epidemiology, clinical practice guidelines",,,,"safe delivery care policy, health policy and programmes, health sector reforms, health policy dialogue, health policies",,,,"practitioners, public health nurses, health care workforce, physicians, professionalisation",,,"leadership education, vocational education and training, medical education, health education, teaching and learning",,,,,
